issue,prize,hundred,ten,unit,sum,tail,gap
2016115,002,0,0,2,2,2,2
2016116,488,4,8,8,20,0,4
2016117,945,9,4,5,18,8,5
2016118,369,3,6,9,18,8,6
2016119,139,1,3,9,13,3,8
2016120,877,8,7,7,22,2,1
2016121,564,5,6,4,15,5,2
2016122,436,4,3,6,13,3,3
2016123,147,1,4,7,12,2,6
2016124,856,8,5,6,19,9,3
2016125,201,2,0,1,3,3,2
2016126,063,0,6,3,9,9,6
2016127,997,9,9,7,25,5,2
2016128,744,7,4,4,15,5,3
2016129,405,4,0,5,9,9,5
2016130,247,2,4,7,13,3,5
2016131,665,6,6,5,17,7,1
2016132,491,4,9,1,14,4,8
2016133,711,7,1,1,9,9,6
2016134,923,9,2,3,14,4,7
2016135,144,1,4,4,9,9,3
2016136,665,6,6,5,17,7,1
2016137,966,9,6,6,21,1,3
2016138,133,1,3,3,7,7,2
2016139,188,1,8,8,17,7,7
2016140,656,6,5,6,17,7,1
2016141,720,7,2,0,9,9,7
2016142,347,3,4,7,14,4,4
2016143,112,1,1,2,4,4,1
2016144,568,5,6,8,19,9,3
2016145,014,0,1,4,5,5,4
2016146,145,1,4,5,10,0,4
2016147,976,9,7,6,22,2,3
2016148,787,7,8,7,22,2,1
2016149,757,7,5,7,19,9,2
2016150,114,1,1,4,6,6,3
2016151,616,6,1,6,13,3,5
2016152,125,1,2,5,8,8,4
2016153,622,6,2,2,10,0,4
2016154,712,7,1,2,10,0,6
2016155,999,9,9,9,27,7,0
2016156,316,3,1,6,10,0,5
2016157,603,6,0,3,9,9,6
2016158,617,6,1,7,14,4,6
2016159,835,8,3,5,16,6,5
2016160,657,6,5,7,18,8,2
2016161,845,8,4,5,17,7,4
2016162,708,7,0,8,15,5,8
2016163,970,9,7,0,16,6,9
2016164,723,7,2,3,12,2,5
2016165,571,5,7,1,13,3,6
2016166,412,4,1,2,7,7,3
2016167,969,9,6,9,24,4,3
2016168,900,9,0,0,9,9,9
2016169,196,1,9,6,16,6,8
2016170,409,4,0,9,13,3,9
2016171,058,0,5,8,13,3,8
2016172,760,7,6,0,13,3,7
2016173,262,2,6,2,10,0,4
2016174,111,1,1,1,3,3,0
2016175,630,6,3,0,9,9,6
2016176,765,7,6,5,18,8,2
2016177,585,5,8,5,18,8,3
2016178,900,9,0,0,9,9,9
2016179,456,4,5,6,15,5,2
2016180,632,6,3,2,11,1,4
2016181,437,4,3,7,14,4,4
2016182,200,2,0,0,2,2,2
2016183,573,5,7,3,15,5,4
2016184,359,3,5,9,17,7,6
2016185,542,5,4,2,11,1,3
2016186,811,8,1,1,10,0,7
2016187,307,3,0,7,10,0,7
2016188,842,8,4,2,14,4,6
2016189,131,1,3,1,5,5,2
2016190,026,0,2,6,8,8,6
2016191,208,2,0,8,10,0,8
2016192,325,3,2,5,10,0,3
2016193,783,7,8,3,18,8,5
2016194,557,5,5,7,17,7,2
2016195,024,0,2,4,6,6,4
2016196,339,3,3,9,15,5,6
2016197,300,3,0,0,3,3,3
2016198,289,2,8,9,19,9,7
2016199,510,5,1,0,6,6,5
2016200,583,5,8,3,16,6,5
2016201,374,3,7,4,14,4,4
2016202,584,5,8,4,17,7,4
2016203,044,0,4,4,8,8,4
2016204,244,2,4,4,10,0,2
2016205,435,4,3,5,12,2,2
2016206,788,7,8,8,23,3,1
2016207,775,7,7,5,19,9,2
2016208,284,2,8,4,14,4,6
2016209,299,2,9,9,20,0,7
2016210,305,3,0,5,8,8,5
2016211,463,4,6,3,13,3,3
2016212,693,6,9,3,18,8,6
2016213,658,6,5,8,19,9,3
2016214,709,7,0,9,16,6,9
2016215,787,7,8,7,22,2,1
2016216,398,3,9,8,20,0,6
2016217,449,4,4,9,17,7,5
2016218,900,9,0,0,9,9,9
2016219,047,0,4,7,11,1,7
2016220,073,0,7,3,10,0,7
2016221,612,6,1,2,9,9,5
2016222,425,4,2,5,11,1,3
2016223,063,0,6,3,9,9,6
2016224,656,6,5,6,17,7,1
2016225,636,6,3,6,15,5,3
2016226,016,0,1,6,7,7,6
2016227,397,3,9,7,19,9,6
2016228,865,8,6,5,19,9,3
2016229,042,0,4,2,6,6,4
2016230,566,5,6,6,17,7,1
2016231,285,2,8,5,15,5,6
2016232,916,9,1,6,16,6,8
2016233,568,5,6,8,19,9,3
2016234,976,9,7,6,22,2,3
2016235,450,4,5,0,9,9,5
2016236,263,2,6,3,11,1,4
2016237,284,2,8,4,14,4,6
2016238,543,5,4,3,12,2,2
2016239,585,5,8,5,18,8,3
2016240,639,6,3,9,18,8,6
2016241,320,3,2,0,5,5,3
2016242,752,7,5,2,14,4,5
2016243,416,4,1,6,11,1,5
2016244,153,1,5,3,9,9,4
2016245,389,3,8,9,20,0,6
2016246,782,7,8,2,17,7,6
2016247,882,8,8,2,18,8,6
2016248,727,7,2,7,16,6,5
2016249,973,9,7,3,19,9,6
2016250,162,1,6,2,9,9,5
2016251,306,3,0,6,9,9,6
2016252,459,4,5,9,18,8,5
2016253,691,6,9,1,16,6,8
2016254,652,6,5,2,13,3,4
2016255,335,3,3,5,11,1,2
2016256,137,1,3,7,11,1,6
2016257,389,3,8,9,20,0,6
2016258,961,9,6,1,16,6,8
2016259,396,3,9,6,18,8,6
2016260,038,0,3,8,11,1,8
2016261,994,9,9,4,22,2,5
2016262,358,3,5,8,16,6,5
2016263,110,1,1,0,2,2,1
2016264,671,6,7,1,14,4,6
2016265,695,6,9,5,20,0,4
2016266,640,6,4,0,10,0,6
2016267,141,1,4,1,6,6,3
2016268,076,0,7,6,13,3,7
2016269,221,2,2,1,5,5,1
2016270,042,0,4,2,6,6,4
2016271,875,8,7,5,20,0,3
2016272,196,1,9,6,16,6,8
2016273,583,5,8,3,16,6,5
2016274,905,9,0,5,14,4,9
2016275,820,8,2,0,10,0,8
2016276,964,9,6,4,19,9,5
2016277,584,5,8,4,17,7,4
2016278,232,2,3,2,7,7,1
2016279,506,5,0,6,11,1,6
2016280,802,8,0,2,10,0,8
2016281,136,1,3,6,10,0,5
2016282,828,8,2,8,18,8,6
2016283,004,0,0,4,4,4,4
2016284,467,4,6,7,17,7,3
2016285,728,7,2,8,17,7,6
2016286,623,6,2,3,11,1,4
2016287,890,8,9,0,17,7,9
2016288,430,4,3,0,7,7,4
2016289,736,7,3,6,16,6,4
2016290,631,6,3,1,10,0,5
2016291,196,1,9,6,16,6,8
2016292,240,2,4,0,6,6,4
2016293,804,8,0,4,12,2,8
2016294,612,6,1,2,9,9,5
2016295,392,3,9,2,14,4,7
2016296,479,4,7,9,20,0,5
2016297,853,8,5,3,16,6,5
2016298,733,7,3,3,13,3,4
2016299,517,5,1,7,13,3,6
2016300,189,1,8,9,18,8,8
2016301,888,8,8,8,24,4,0
2016302,518,5,1,8,14,4,7
2016303,751,7,5,1,13,3,6
2016304,470,4,7,0,11,1,7
2016305,368,3,6,8,17,7,5
2016306,740,7,4,0,11,1,7
2016307,586,5,8,6,19,9,3
2016308,126,1,2,6,9,9,5
2016309,225,2,2,5,9,9,3
2016310,794,7,9,4,20,0,5
2016311,841,8,4,1,13,3,7
2016312,664,6,6,4,16,6,2
2016313,314,3,1,4,8,8,3
2016314,235,2,3,5,10,0,3
2016315,497,4,9,7,20,0,5
2016316,214,2,1,4,7,7,3
2016317,886,8,8,6,22,2,2
2016318,142,1,4,2,7,7,3
2016319,419,4,1,9,14,4,8
2016320,349,3,4,9,16,6,6
2016321,606,6,0,6,12,2,6
2016322,271,2,7,1,10,0,6
2016323,840,8,4,0,12,2,8
2016324,173,1,7,3,11,1,6
2016325,668,6,6,8,20,0,2
2016326,363,3,6,3,12,2,3
2016327,656,6,5,6,17,7,1
2016328,865,8,6,5,19,9,3
2016329,951,9,5,1,15,5,8
2016330,564,5,6,4,15,5,2
2016331,673,6,7,3,16,6,4
2016332,445,4,4,5,13,3,1
2016333,975,9,7,5,21,1,4
2016334,355,3,5,5,13,3,2
2016335,538,5,3,8,16,6,5
2016336,150,1,5,0,6,6,5
2016337,528,5,2,8,15,5,6
2016338,401,4,0,1,5,5,4
2016339,548,5,4,8,17,7,4
2016340,648,6,4,8,18,8,4
2016341,039,0,3,9,12,2,9
2016342,633,6,3,3,12,2,3
2016343,807,8,0,7,15,5,8
2016344,103,1,0,3,4,4,3
2016345,562,5,6,2,13,3,4
2016346,100,1,0,0,1,1,1
2016347,589,5,8,9,22,2,4
2016348,757,7,5,7,19,9,2
2016349,154,1,5,4,10,0,4
2016350,519,5,1,9,15,5,8
2016351,475,4,7,5,16,6,3
2016352,424,4,2,4,10,0,2
2016353,453,4,5,3,12,2,2
2016354,533,5,3,3,11,1,2
2016355,719,7,1,9,17,7,8
2016356,180,1,8,0,9,9,8
2016357,222,2,2,2,6,6,0
2016358,143,1,4,3,8,8,3
2016359,896,8,9,6,23,3,3
