issue,prize,hundred,ten,unit,sum,tail,gap
2020179,069,0,6,9,15,5,9
2020180,127,1,2,7,10,0,6
2020181,293,2,9,3,14,4,7
2020182,913,9,1,3,13,3,8
2020183,866,8,6,6,20,0,2
2020184,555,5,5,5,15,5,0
2020185,197,1,9,7,17,7,8
2020186,547,5,4,7,16,6,3
2020187,143,1,4,3,8,8,3
2020188,294,2,9,4,15,5,7
2020189,917,9,1,7,17,7,8
2020190,733,7,3,3,13,3,4
2020191,936,9,3,6,18,8,6
2020192,849,8,4,9,21,1,5
2020193,309,3,0,9,12,2,9
2020194,436,4,3,6,13,3,3
2020195,839,8,3,9,20,0,6
2020196,841,8,4,1,13,3,7
2020197,429,4,2,9,15,5,7
2020198,612,6,1,2,9,9,5
2020199,708,7,0,8,15,5,8
2020200,023,0,2,3,5,5,3
2020201,816,8,1,6,15,5,7
2020202,260,2,6,0,8,8,6
2020203,677,6,7,7,20,0,1
2020204,074,0,7,4,11,1,7
2020205,681,6,8,1,15,5,7
2020206,611,6,1,1,8,8,5
2020207,378,3,7,8,18,8,5
2020208,811,8,1,1,10,0,7
2020209,207,2,0,7,9,9,7
2020210,326,3,2,6,11,1,4
2020211,463,4,6,3,13,3,3
2020212,559,5,5,9,19,9,4
2020213,736,7,3,6,16,6,4
2020214,860,8,6,0,14,4,8
2020215,797,7,9,7,23,3,2
2020216,623,6,2,3,11,1,4
2020217,719,7,1,9,17,7,8
2020218,648,6,4,8,18,8,4
2020219,020,0,2,0,2,2,2
2020220,293,2,9,3,14,4,7
2020221,442,4,4,2,10,0,2
2020222,528,5,2,8,15,5,6
2020223,231,2,3,1,6,6,2
2020224,939,9,3,9,21,1,6
2020225,027,0,2,7,9,9,7
2020226,200,2,0,0,2,2,2
2020227,188,1,8,8,17,7,7
2020228,430,4,3,0,7,7,4
2020229,911,9,1,1,11,1,8
2020230,573,5,7,3,15,5,4
2020231,115,1,1,5,7,7,4
2020232,056,0,5,6,11,1,6
2020233,393,3,9,3,15,5,6
2020234,610,6,1,0,7,7,6
2020235,284,2,8,4,14,4,6
2020236,998,9,9,8,26,6,1
2020237,524,5,2,4,11,1,3
2020238,275,2,7,5,14,4,5
2020239,821,8,2,1,11,1,7
2020240,861,8,6,1,15,5,7
2020241,049,0,4,9,13,3,9
2020242,828,8,2,8,18,8,6
2020243,082,0,8,2,10,0,8
2020244,978,9,7,8,24,4,2
2020245,895,8,9,5,22,2,4
2020246,525,5,2,5,12,2,3
2020247,980,9,8,0,17,7,9
2020248,962,9,6,2,17,7,7
2020249,700,7,0,0,7,7,7
2020250,839,8,3,9,20,0,6
2020251,252,2,5,2,9,9,3
2020252,761,7,6,1,14,4,6
2020253,858,8,5,8,21,1,3
2020254,120,1,2,0,3,3,2
2020255,460,4,6,0,10,0,6
2020256,208,2,0,8,10,0,8
2020257,258,2,5,8,15,5,6
2020258,468,4,6,8,18,8,4
2020259,230,2,3,0,5,5,3
2020260,278,2,7,8,17,7,6
2020261,833,8,3,3,14,4,5
2020262,665,6,6,5,17,7,1
2020263,809,8,0,9,17,7,9
2020264,160,1,6,0,7,7,6
2020265,770,7,7,0,14,4,7
2020266,110,1,1,0,2,2,1
2020267,625,6,2,5,13,3,4
2020268,635,6,3,5,14,4,3
2020269,693,6,9,3,18,8,6
2020270,414,4,1,4,9,9,3
2020271,929,9,2,9,20,0,7
2020272,243,2,4,3,9,9,2
2020273,174,1,7,4,12,2,6
2020274,595,5,9,5,19,9,4
2020275,716,7,1,6,14,4,6
2020276,994,9,9,4,22,2,5
2020277,567,5,6,7,18,8,2
2020278,274,2,7,4,13,3,5
2020279,932,9,3,2,14,4,7
2020280,160,1,6,0,7,7,6
2020281,951,9,5,1,15,5,8
2020282,257,2,5,7,14,4,5
2020283,570,5,7,0,12,2,7
2020284,337,3,3,7,13,3,4
2020285,144,1,4,4,9,9,3
2020286,519,5,1,9,15,5,8
2020287,276,2,7,6,15,5,5
2020288,693,6,9,3,18,8,6
2020289,593,5,9,3,17,7,6
2020290,846,8,4,6,18,8,4
2020291,468,4,6,8,18,8,4
2020292,767,7,6,7,20,0,1
2020293,203,2,0,3,5,5,3
2020294,630,6,3,0,9,9,6
2020295,839,8,3,9,20,0,6
2020296,251,2,5,1,8,8,4
2020297,745,7,4,5,16,6,3
2020298,290,2,9,0,11,1,9
2020299,323,3,2,3,8,8,1
2020300,412,4,1,2,7,7,3
2020301,418,4,1,8,13,3,7
2020302,108,1,0,8,9,9,8
2020303,906,9,0,6,15,5,9
2020304,627,6,2,7,15,5,5
2020305,373,3,7,3,13,3,4
2020306,438,4,3,8,15,5,5
2020307,695,6,9,5,20,0,4
2020308,574,5,7,4,16,6,3
2020309,272,2,7,2,11,1,5
2020310,503,5,0,3,8,8,5
2020311,580,5,8,0,13,3,8
2020312,614,6,1,4,11,1,5
