issue,prize,hundred,ten,unit,sum,tail,gap
2005137,253,2,5,3,10,0,3
2005138,014,0,1,4,5,5,4
2005139,462,4,6,2,12,2,4
2005140,894,8,9,4,21,1,5
2005141,168,1,6,8,15,5,7
2005142,306,3,0,6,9,9,6
2005143,207,2,0,7,9,9,7
2005144,574,5,7,4,16,6,3
2005145,057,0,5,7,12,2,7
2005146,109,1,0,9,10,0,9
2005147,121,1,2,1,4,4,1
2005148,979,9,7,9,25,5,2
2005149,899,8,9,9,26,6,1
2005150,524,5,2,4,11,1,3
2005151,990,9,9,0,18,8,9
2005152,927,9,2,7,18,8,7
2005153,866,8,6,6,20,0,2
2005154,776,7,7,6,20,0,1
2005155,024,0,2,4,6,6,4
2005156,119,1,1,9,11,1,8
2005157,598,5,9,8,22,2,4
2005158,876,8,7,6,21,1,2
2005159,107,1,0,7,8,8,7
2005160,726,7,2,6,15,5,5
2005161,221,2,2,1,5,5,1
2005162,967,9,6,7,22,2,3
2005163,645,6,4,5,15,5,2
2005164,001,0,0,1,1,1,1
2005165,398,3,9,8,20,0,6
2005166,736,7,3,6,16,6,4
2005167,711,7,1,1,9,9,6
2005168,907,9,0,7,16,6,9
2005169,263,2,6,3,11,1,4
2005170,195,1,9,5,15,5,8
2005171,165,1,6,5,12,2,5
2005172,997,9,9,7,25,5,2
2005173,207,2,0,7,9,9,7
2005174,876,8,7,6,21,1,2
2005175,933,9,3,3,15,5,6
2005176,937,9,3,7,19,9,6
2005177,705,7,0,5,12,2,7
2005178,004,0,0,4,4,4,4
2005179,043,0,4,3,7,7,4
2005180,395,3,9,5,17,7,6
2005181,402,4,0,2,6,6,4
2005182,469,4,6,9,19,9,5
2005183,173,1,7,3,11,1,6
2005184,884,8,8,4,20,0,4
2005185,439,4,3,9,16,6,6
2005186,202,2,0,2,4,4,2
2005187,913,9,1,3,13,3,8
2005188,629,6,2,9,17,7,7
2005189,403,4,0,3,7,7,4
2005190,426,4,2,6,12,2,4
2005191,506,5,0,6,11,1,6
2005192,624,6,2,4,12,2,4
2005193,999,9,9,9,27,7,0
2005194,494,4,9,4,17,7,5
2005195,526,5,2,6,13,3,4
2005196,005,0,0,5,5,5,5
2005197,788,7,8,8,23,3,1
2005198,749,7,4,9,20,0,5
2005199,794,7,9,4,20,0,5
2005200,998,9,9,8,26,6,1
2005201,045,0,4,5,9,9,5
2005202,330,3,3,0,6,6,3
2005203,819,8,1,9,18,8,8
2005204,506,5,0,6,11,1,6
2005205,875,8,7,5,20,0,3
2005206,958,9,5,8,22,2,4
2005207,867,8,6,7,21,1,2
2005208,540,5,4,0,9,9,5
2005209,316,3,1,6,10,0,5
2005210,543,5,4,3,12,2,2
2005211,534,5,3,4,12,2,2
2005212,780,7,8,0,15,5,8
2005213,962,9,6,2,17,7,7
2005214,169,1,6,9,16,6,8
2005215,236,2,3,6,11,1,4
2005216,856,8,5,6,19,9,3
2005217,555,5,5,5,15,5,0
2005218,724,7,2,4,13,3,5
2005219,216,2,1,6,9,9,5
2005220,802,8,0,2,10,0,8
2005221,870,8,7,0,15,5,8
2005222,895,8,9,5,22,2,4
2005223,539,5,3,9,17,7,6
2005224,567,5,6,7,18,8,2
2005225,309,3,0,9,12,2,9
2005226,293,2,9,3,14,4,7
2005227,264,2,6,4,12,2,4
2005228,725,7,2,5,14,4,5
2005229,813,8,1,3,12,2,7
2005230,784,7,8,4,19,9,4
2005231,077,0,7,7,14,4,7
2005232,749,7,4,9,20,0,5
2005233,934,9,3,4,16,6,6
2005234,122,1,2,2,5,5,1
2005235,856,8,5,6,19,9,3
2005236,537,5,3,7,15,5,4
2005237,600,6,0,0,6,6,6
2005238,463,4,6,3,13,3,3
2005239,346,3,4,6,13,3,3
2005240,517,5,1,7,13,3,6
2005241,832,8,3,2,13,3,6
2005242,289,2,8,9,19,9,7
2005243,949,9,4,9,22,2,5
2005244,894,8,9,4,21,1,5
2005245,827,8,2,7,17,7,6
2005246,597,5,9,7,21,1,4
2005247,310,3,1,0,4,4,3
2005248,481,4,8,1,13,3,7
2005249,521,5,2,1,8,8,4
2005250,037,0,3,7,10,0,7
2005251,818,8,1,8,17,7,7
2005252,085,0,8,5,13,3,8
2005253,442,4,4,2,10,0,2
2005254,302,3,0,2,5,5,3
2005255,959,9,5,9,23,3,4
2005256,539,5,3,9,17,7,6
2005257,026,0,2,6,8,8,6
2005258,976,9,7,6,22,2,3
2005259,971,9,7,1,17,7,8
2005260,489,4,8,9,21,1,5
2005261,614,6,1,4,11,1,5
2005262,240,2,4,0,6,6,4
2005263,846,8,4,6,18,8,4
2005264,807,8,0,7,15,5,8
2005265,696,6,9,6,21,1,3
2005266,107,1,0,7,8,8,7
2005267,584,5,8,4,17,7,4
2005268,855,8,5,5,18,8,3
2005269,327,3,2,7,12,2,5
2005270,909,9,0,9,18,8,9
2005271,566,5,6,6,17,7,1
2005272,981,9,8,1,18,8,8
2005273,726,7,2,6,15,5,5
2005274,526,5,2,6,13,3,4
2005275,470,4,7,0,11,1,7
2005276,862,8,6,2,16,6,6
2005277,075,0,7,5,12,2,7
2005278,692,6,9,2,17,7,7
2005279,254,2,5,4,11,1,3
2005280,899,8,9,9,26,6,1
2005281,576,5,7,6,18,8,2
2005282,549,5,4,9,18,8,5
2005283,184,1,8,4,13,3,7
2005284,380,3,8,0,11,1,8
2005285,654,6,5,4,15,5,2
2005286,853,8,5,3,16,6,5
2005287,787,7,8,7,22,2,1
2005288,487,4,8,7,19,9,4
2005289,304,3,0,4,7,7,4
2005290,803,8,0,3,11,1,8
2005291,371,3,7,1,11,1,6
2005292,436,4,3,6,13,3,3
2005293,040,0,4,0,4,4,4
2005294,820,8,2,0,10,0,8
2005295,893,8,9,3,20,0,6
2005296,716,7,1,6,14,4,6
2005297,319,3,1,9,13,3,8
2005298,608,6,0,8,14,4,8
2005299,756,7,5,6,18,8,2
2005300,966,9,6,6,21,1,3
2005301,635,6,3,5,14,4,3
2005302,747,7,4,7,18,8,3
2005303,576,5,7,6,18,8,2
2005304,863,8,6,3,17,7,5
2005305,578,5,7,8,20,0,3
2005306,390,3,9,0,12,2,9
2005307,968,9,6,8,23,3,3
2005308,129,1,2,9,12,2,8
2005309,524,5,2,4,11,1,3
2005310,015,0,1,5,6,6,5
2005311,450,4,5,0,9,9,5
2005312,756,7,5,6,18,8,2
2005313,728,7,2,8,17,7,6
2005314,860,8,6,0,14,4,8
2005315,670,6,7,0,13,3,7
2005316,741,7,4,1,12,2,6
2005317,846,8,4,6,18,8,4
2005318,069,0,6,9,15,5,9
2005319,824,8,2,4,14,4,6
2005320,084,0,8,4,12,2,8
2005321,805,8,0,5,13,3,8
2005322,274,2,7,4,13,3,5
2005323,339,3,3,9,15,5,6
2005324,578,5,7,8,20,0,3
2005325,472,4,7,2,13,3,5
2005326,508,5,0,8,13,3,8
2005327,735,7,3,5,15,5,4
2005328,463,4,6,3,13,3,3
2005329,117,1,1,7,9,9,6
2005330,149,1,4,9,14,4,8
2005331,790,7,9,0,16,6,9
2005332,187,1,8,7,16,6,7
2005333,341,3,4,1,8,8,3
2005334,672,6,7,2,15,5,5
2005335,781,7,8,1,16,6,7
2005336,693,6,9,3,18,8,6
2005337,461,4,6,1,11,1,5
2005338,236,2,3,6,11,1,4
2005339,440,4,4,0,8,8,4
2005340,678,6,7,8,21,1,2
2005341,302,3,0,2,5,5,3
2005342,385,3,8,5,16,6,5
2005343,876,8,7,6,21,1,2
2005344,949,9,4,9,22,2,5
2005345,786,7,8,6,21,1,2
2005346,292,2,9,2,13,3,7
2005347,172,1,7,2,10,0,6
2005348,323,3,2,3,8,8,1
2005349,492,4,9,2,15,5,7
2005350,237,2,3,7,12,2,5
2005351,239,2,3,9,14,4,7
2005352,562,5,6,2,13,3,4
2005353,095,0,9,5,14,4,9
2005354,014,0,1,4,5,5,4
2005355,012,0,1,2,3,3,2
2005356,439,4,3,9,16,6,6
2005357,415,4,1,5,10,0,4
2005358,397,3,9,7,19,9,6
