issue,prize,hundred,ten,unit,sum,tail,gap
2015135,027,0,2,7,9,9,7
2015136,884,8,8,4,20,0,4
2015137,229,2,2,9,13,3,7
2015138,473,4,7,3,14,4,4
2015139,811,8,1,1,10,0,7
2015140,677,6,7,7,20,0,1
2015141,929,9,2,9,20,0,7
2015142,296,2,9,6,17,7,7
2015143,240,2,4,0,6,6,4
2015144,054,0,5,4,9,9,5
2015145,627,6,2,7,15,5,5
2015146,318,3,1,8,12,2,7
2015147,075,0,7,5,12,2,7
2015148,161,1,6,1,8,8,5
2015149,084,0,8,4,12,2,8
2015150,775,7,7,5,19,9,2
2015151,455,4,5,5,14,4,1
2015152,681,6,8,1,15,5,7
2015153,088,0,8,8,16,6,8
2015154,224,2,2,4,8,8,2
2015155,405,4,0,5,9,9,5
2015156,973,9,7,3,19,9,6
2015157,084,0,8,4,12,2,8
2015158,763,7,6,3,16,6,4
2015159,722,7,2,2,11,1,5
2015160,173,1,7,3,11,1,6
2015161,662,6,6,2,14,4,4
2015162,076,0,7,6,13,3,7
2015163,646,6,4,6,16,6,2
2015164,392,3,9,2,14,4,7
2015165,389,3,8,9,20,0,6
2015166,533,5,3,3,11,1,2
2015167,356,3,5,6,14,4,3
2015168,744,7,4,4,15,5,3
2015169,160,1,6,0,7,7,6
2015170,900,9,0,0,9,9,9
2015171,410,4,1,0,5,5,4
2015172,406,4,0,6,10,0,6
2015173,537,5,3,7,15,5,4
2015174,934,9,3,4,16,6,6
2015175,616,6,1,6,13,3,5
2015176,762,7,6,2,15,5,5
2015177,070,0,7,0,7,7,7
2015178,720,7,2,0,9,9,7
2015179,535,5,3,5,13,3,2
2015180,020,0,2,0,2,2,2
2015181,868,8,6,8,22,2,2
2015182,784,7,8,4,19,9,4
2015183,653,6,5,3,14,4,3
2015184,291,2,9,1,12,2,8
2015185,798,7,9,8,24,4,2
2015186,785,7,8,5,20,0,3
2015187,058,0,5,8,13,3,8
2015188,319,3,1,9,13,3,8
2015189,762,7,6,2,15,5,5
2015190,688,6,8,8,22,2,2
2015191,514,5,1,4,10,0,4
2015192,666,6,6,6,18,8,0
2015193,702,7,0,2,9,9,7
2015194,277,2,7,7,16,6,5
2015195,946,9,4,6,19,9,5
2015196,862,8,6,2,16,6,6
2015197,402,4,0,2,6,6,4
2015198,313,3,1,3,7,7,2
2015199,867,8,6,7,21,1,2
2015200,934,9,3,4,16,6,6
2015201,063,0,6,3,9,9,6
2015202,395,3,9,5,17,7,6
2015203,647,6,4,7,17,7,3
2015204,068,0,6,8,14,4,8
2015205,212,2,1,2,5,5,1
2015206,881,8,8,1,17,7,7
2015207,338,3,3,8,14,4,5
2015208,353,3,5,3,11,1,2
2015209,727,7,2,7,16,6,5
2015210,728,7,2,8,17,7,6
2015211,951,9,5,1,15,5,8
2015212,614,6,1,4,11,1,5
2015213,055,0,5,5,10,0,5
2015214,190,1,9,0,10,0,9
2015215,154,1,5,4,10,0,4
2015216,254,2,5,4,11,1,3
2015217,242,2,4,2,8,8,2
2015218,232,2,3,2,7,7,1
2015219,192,1,9,2,12,2,8
2015220,328,3,2,8,13,3,6
2015221,781,7,8,1,16,6,7
2015222,438,4,3,8,15,5,5
2015223,387,3,8,7,18,8,5
2015224,641,6,4,1,11,1,5
2015225,859,8,5,9,22,2,4
2015226,440,4,4,0,8,8,4
2015227,442,4,4,2,10,0,2
2015228,312,3,1,2,6,6,2
2015229,991,9,9,1,19,9,8
2015230,727,7,2,7,16,6,5
2015231,509,5,0,9,14,4,9
2015232,532,5,3,2,10,0,3
2015233,983,9,8,3,20,0,6
2015234,436,4,3,6,13,3,3
2015235,465,4,6,5,15,5,2
2015236,910,9,1,0,10,0,9
2015237,304,3,0,4,7,7,4
2015238,127,1,2,7,10,0,6
2015239,931,9,3,1,13,3,8
2015240,689,6,8,9,23,3,3
2015241,651,6,5,1,12,2,5
2015242,678,6,7,8,21,1,2
2015243,008,0,0,8,8,8,8
2015244,350,3,5,0,8,8,5
2015245,987,9,8,7,24,4,2
2015246,778,7,7,8,22,2,1
2015247,065,0,6,5,11,1,6
2015248,251,2,5,1,8,8,4
2015249,461,4,6,1,11,1,5
2015250,713,7,1,3,11,1,6
2015251,494,4,9,4,17,7,5
2015252,451,4,5,1,10,0,4
2015253,292,2,9,2,13,3,7
2015254,343,3,4,3,10,0,1
2015255,430,4,3,0,7,7,4
2015256,156,1,5,6,12,2,5
2015257,023,0,2,3,5,5,3
2015258,374,3,7,4,14,4,4
2015259,952,9,5,2,16,6,7
2015260,258,2,5,8,15,5,6
2015261,833,8,3,3,14,4,5
2015262,252,2,5,2,9,9,3
2015263,216,2,1,6,9,9,5
2015264,173,1,7,3,11,1,6
2015265,925,9,2,5,16,6,7
2015266,084,0,8,4,12,2,8
2015267,652,6,5,2,13,3,4
2015268,808,8,0,8,16,6,8
2015269,258,2,5,8,15,5,6
2015270,115,1,1,5,7,7,4
2015271,979,9,7,9,25,5,2
2015272,419,4,1,9,14,4,8
2015273,254,2,5,4,11,1,3
2015274,306,3,0,6,9,9,6
2015275,934,9,3,4,16,6,6
2015276,891,8,9,1,18,8,8
2015277,483,4,8,3,15,5,5
2015278,011,0,1,1,2,2,1
2015279,217,2,1,7,10,0,6
2015280,988,9,8,8,25,5,1
2015281,090,0,9,0,9,9,9
2015282,492,4,9,2,15,5,7
2015283,234,2,3,4,9,9,2
2015284,632,6,3,2,11,1,4
2015285,421,4,2,1,7,7,3
2015286,074,0,7,4,11,1,7
2015287,050,0,5,0,5,5,5
2015288,842,8,4,2,14,4,6
2015289,529,5,2,9,16,6,7
2015290,064,0,6,4,10,0,6
2015291,120,1,2,0,3,3,2
2015292,296,2,9,6,17,7,7
2015293,432,4,3,2,9,9,2
2015294,041,0,4,1,5,5,4
2015295,305,3,0,5,8,8,5
2015296,905,9,0,5,14,4,9
2015297,440,4,4,0,8,8,4
2015298,594,5,9,4,18,8,5
2015299,627,6,2,7,15,5,5
2015300,845,8,4,5,17,7,4
2015301,449,4,4,9,17,7,5
2015302,642,6,4,2,12,2,4
2015303,441,4,4,1,9,9,3
2015304,271,2,7,1,10,0,6
2015305,549,5,4,9,18,8,5
2015306,217,2,1,7,10,0,6
2015307,069,0,6,9,15,5,9
2015308,379,3,7,9,19,9,6
2015309,003,0,0,3,3,3,3
2015310,257,2,5,7,14,4,5
2015311,233,2,3,3,8,8,1
2015312,435,4,3,5,12,2,2
2015313,555,5,5,5,15,5,0
2015314,065,0,6,5,11,1,6
2015315,750,7,5,0,12,2,7
2015316,021,0,2,1,3,3,2
2015317,812,8,1,2,11,1,7
2015318,349,3,4,9,16,6,6
2015319,619,6,1,9,16,6,8
2015320,884,8,8,4,20,0,4
2015321,836,8,3,6,17,7,5
2015322,644,6,4,4,14,4,2
2015323,169,1,6,9,16,6,8
2015324,793,7,9,3,19,9,6
2015325,929,9,2,9,20,0,7
2015326,875,8,7,5,20,0,3
2015327,429,4,2,9,15,5,7
2015328,497,4,9,7,20,0,5
2015329,675,6,7,5,18,8,2
2015330,056,0,5,6,11,1,6
2015331,780,7,8,0,15,5,8
2015332,690,6,9,0,15,5,9
2015333,388,3,8,8,19,9,5
2015334,052,0,5,2,7,7,5
2015335,562,5,6,2,13,3,4
2015336,658,6,5,8,19,9,3
2015337,913,9,1,3,13,3,8
2015338,909,9,0,9,18,8,9
2015339,997,9,9,7,25,5,2
2015340,828,8,2,8,18,8,6
2015341,664,6,6,4,16,6,2
2015342,596,5,9,6,20,0,4
2015343,580,5,8,0,13,3,8
2015344,253,2,5,3,10,0,3
2015345,293,2,9,3,14,4,7
2015346,701,7,0,1,8,8,7
2015347,145,1,4,5,10,0,4
2015348,878,8,7,8,23,3,1
2015349,750,7,5,0,12,2,7
2015350,813,8,1,3,12,2,7
2015351,974,9,7,4,20,0,5
2015352,918,9,1,8,18,8,8
2015353,349,3,4,9,16,6,6
2015354,391,3,9,1,13,3,8
2015355,871,8,7,1,16,6,7
2015356,397,3,9,7,19,9,6
2015357,432,4,3,2,9,9,2
2015358,009,0,0,9,9,9,9
