issue,prize,hundred,ten,unit,sum,tail,gap
2024141,804,8,0,4,12,2,8
2024142,426,4,2,6,12,2,4
2024143,185,1,8,5,14,4,7
2024144,147,1,4,7,12,2,6
2024145,205,2,0,5,7,7,5
2024146,991,9,9,1,19,9,8
2024147,558,5,5,8,18,8,3
2024148,343,3,4,3,10,0,1
2024149,676,6,7,6,19,9,1
2024150,129,1,2,9,12,2,8
2024151,900,9,0,0,9,9,9
2024152,936,9,3,6,18,8,6
2024153,389,3,8,9,20,0,6
2024154,983,9,8,3,20,0,6
2024155,889,8,8,9,25,5,1
2024156,172,1,7,2,10,0,6
2024157,211,2,1,1,4,4,1
2024158,606,6,0,6,12,2,6
2024159,430,4,3,0,7,7,4
2024160,425,4,2,5,11,1,3
2024161,649,6,4,9,19,9,5
2024162,320,3,2,0,5,5,3
2024163,514,5,1,4,10,0,4
2024164,006,0,0,6,6,6,6
2024165,932,9,3,2,14,4,7
2024166,479,4,7,9,20,0,5
2024167,507,5,0,7,12,2,7
2024168,541,5,4,1,10,0,4
2024169,759,7,5,9,21,1,4
2024170,031,0,3,1,4,4,3
2024171,070,0,7,0,7,7,7
2024172,400,4,0,0,4,4,4
2024173,658,6,5,8,19,9,3
2024174,191,1,9,1,11,1,8
2024175,195,1,9,5,15,5,8
2024176,932,9,3,2,14,4,7
2024177,579,5,7,9,21,1,4
2024178,663,6,6,3,15,5,3
2024179,535,5,3,5,13,3,2
2024180,215,2,1,5,8,8,4
2024181,323,3,2,3,8,8,1
2024182,282,2,8,2,12,2,6
2024183,500,5,0,0,5,5,5
2024184,730,7,3,0,10,0,7
2024185,884,8,8,4,20,0,4
2024186,367,3,6,7,16,6,4
2024187,883,8,8,3,19,9,5
2024188,024,0,2,4,6,6,4
2024189,793,7,9,3,19,9,6
2024190,644,6,4,4,14,4,2
2024191,439,4,3,9,16,6,6
2024192,340,3,4,0,7,7,4
2024193,006,0,0,6,6,6,6
2024194,078,0,7,8,15,5,8
2024195,517,5,1,7,13,3,6
2024196,539,5,3,9,17,7,6
2024197,105,1,0,5,6,6,5
2024198,550,5,5,0,10,0,5
2024199,558,5,5,8,18,8,3
2024200,380,3,8,0,11,1,8
2024201,515,5,1,5,11,1,4
2024202,187,1,8,7,16,6,7
2024203,592,5,9,2,16,6,7
2024204,047,0,4,7,11,1,7
2024205,241,2,4,1,7,7,3
2024206,446,4,4,6,14,4,2
2024207,982,9,8,2,19,9,7
2024208,973,9,7,3,19,9,6
2024209,535,5,3,5,13,3,2
2024210,285,2,8,5,15,5,6
2024211,649,6,4,9,19,9,5
2024212,727,7,2,7,16,6,5
2024213,734,7,3,4,14,4,4
2024214,145,1,4,5,10,0,4
2024215,877,8,7,7,22,2,1
2024216,848,8,4,8,20,0,4
2024217,111,1,1,1,3,3,0
2024218,291,2,9,1,12,2,8
2024219,971,9,7,1,17,7,8
2024220,724,7,2,4,13,3,5
2024221,500,5,0,0,5,5,5
2024222,993,9,9,3,21,1,6
2024223,549,5,4,9,18,8,5
2024224,835,8,3,5,16,6,5
2024225,758,7,5,8,20,0,3
2024226,232,2,3,2,7,7,1
2024227,995,9,9,5,23,3,4
2024228,274,2,7,4,13,3,5
2024229,926,9,2,6,17,7,7
2024230,088,0,8,8,16,6,8
2024231,696,6,9,6,21,1,3
2024232,297,2,9,7,18,8,7
2024233,498,4,9,8,21,1,5
2024234,275,2,7,5,14,4,5
2024235,954,9,5,4,18,8,5
2024236,376,3,7,6,16,6,4
2024237,356,3,5,6,14,4,3
2024238,430,4,3,0,7,7,4
2024239,168,1,6,8,15,5,7
2024240,815,8,1,5,14,4,7
2024241,063,0,6,3,9,9,6
2024242,188,1,8,8,17,7,7
2024243,916,9,1,6,16,6,8
2024244,368,3,6,8,17,7,5
2024245,184,1,8,4,13,3,7
2024246,816,8,1,6,15,5,7
2024247,434,4,3,4,11,1,1
2024248,954,9,5,4,18,8,5
2024249,198,1,9,8,18,8,8
2024250,606,6,0,6,12,2,6
2024251,356,3,5,6,14,4,3
2024252,700,7,0,0,7,7,7
2024253,148,1,4,8,13,3,7
2024254,423,4,2,3,9,9,2
2024255,155,1,5,5,11,1,4
2024256,549,5,4,9,18,8,5
2024257,008,0,0,8,8,8,8
2024258,690,6,9,0,15,5,9
2024259,444,4,4,4,12,2,0
2024260,523,5,2,3,10,0,3
2024261,195,1,9,5,15,5,8
2024262,216,2,1,6,9,9,5
2024263,404,4,0,4,8,8,4
2024264,347,3,4,7,14,4,4
2024265,701,7,0,1,8,8,7
2024266,143,1,4,3,8,8,3
2024267,841,8,4,1,13,3,7
2024268,831,8,3,1,12,2,7
2024269,324,3,2,4,9,9,2
2024270,801,8,0,1,9,9,8
2024271,395,3,9,5,17,7,6
2024272,436,4,3,6,13,3,3
2024273,812,8,1,2,11,1,7
2024274,274,2,7,4,13,3,5
2024275,681,6,8,1,15,5,7
2024276,088,0,8,8,16,6,8
2024277,623,6,2,3,11,1,4
2024278,134,1,3,4,8,8,3
2024279,886,8,8,6,22,2,2
2024280,859,8,5,9,22,2,4
2024281,465,4,6,5,15,5,2
2024282,905,9,0,5,14,4,9
2024283,285,2,8,5,15,5,6
2024284,034,0,3,4,7,7,4
2024285,347,3,4,7,14,4,4
2024286,156,1,5,6,12,2,5
2024287,945,9,4,5,18,8,5
2024288,810,8,1,0,9,9,8
2024289,006,0,0,6,6,6,6
2024290,004,0,0,4,4,4,4
2024291,340,3,4,0,7,7,4
2024292,030,0,3,0,3,3,3
2024293,044,0,4,4,8,8,4
2024294,701,7,0,1,8,8,7
2024295,552,5,5,2,12,2,3
2024296,898,8,9,8,25,5,1
2024297,037,0,3,7,10,0,7
2024298,680,6,8,0,14,4,8
2024299,581,5,8,1,14,4,7
2024300,933,9,3,3,15,5,6
2024301,877,8,7,7,22,2,1
2024302,398,3,9,8,20,0,6
2024303,201,2,0,1,3,3,2
2024304,425,4,2,5,11,1,3
2024305,841,8,4,1,13,3,7
2024306,508,5,0,8,13,3,8
2024307,582,5,8,2,15,5,6
2024308,843,8,4,3,15,5,5
2024309,483,4,8,3,15,5,5
2024310,718,7,1,8,16,6,7
2024311,533,5,3,3,11,1,2
2024312,413,4,1,3,8,8,3
2024313,471,4,7,1,12,2,6
2024314,080,0,8,0,8,8,8
2024315,071,0,7,1,8,8,7
2024316,332,3,3,2,8,8,1
2024317,355,3,5,5,13,3,2
2024318,243,2,4,3,9,9,2
2024319,793,7,9,3,19,9,6
2024320,863,8,6,3,17,7,5
2024321,050,0,5,0,5,5,5
2024322,678,6,7,8,21,1,2
2024323,914,9,1,4,14,4,8
2024324,630,6,3,0,9,9,6
2024325,023,0,2,3,5,5,3
2024326,257,2,5,7,14,4,5
2024327,134,1,3,4,8,8,3
2024328,125,1,2,5,8,8,4
2024329,147,1,4,7,12,2,6
2024330,811,8,1,1,10,0,7
2024331,712,7,1,2,10,0,6
2024332,679,6,7,9,22,2,3
2024333,848,8,4,8,20,0,4
2024334,746,7,4,6,17,7,3
2024335,499,4,9,9,22,2,5
2024336,249,2,4,9,15,5,7
2024337,172,1,7,2,10,0,6
2024338,155,1,5,5,11,1,4
2024339,918,9,1,8,18,8,8
2024340,031,0,3,1,4,4,3
2024341,653,6,5,3,14,4,3
2024342,084,0,8,4,12,2,8
2024343,481,4,8,1,13,3,7
2024344,546,5,4,6,15,5,2
2024345,620,6,2,0,8,8,6
2024346,677,6,7,7,20,0,1
2024347,893,8,9,3,20,0,6
2024348,192,1,9,2,12,2,8
2024349,907,9,0,7,16,6,9
2024350,220,2,2,0,4,4,2
2024351,788,7,8,8,23,3,1
2024352,691,6,9,1,16,6,8
