issue,prize,hundred,ten,unit,sum,tail,gap
2021159,237,2,3,7,12,2,5
2021160,958,9,5,8,22,2,4
2021161,762,7,6,2,15,5,5
2021162,793,7,9,3,19,9,6
2021163,611,6,1,1,8,8,5
2021164,137,1,3,7,11,1,6
2021165,506,5,0,6,11,1,6
2021166,810,8,1,0,9,9,8
2021167,665,6,6,5,17,7,1
2021168,946,9,4,6,19,9,5
2021169,116,1,1,6,8,8,5
2021170,499,4,9,9,22,2,5
2021171,465,4,6,5,15,5,2
2021172,757,7,5,7,19,9,2
2021173,097,0,9,7,16,6,9
2021174,243,2,4,3,9,9,2
2021175,117,1,1,7,9,9,6
2021176,865,8,6,5,19,9,3
2021177,017,0,1,7,8,8,7
2021178,900,9,0,0,9,9,9
2021179,866,8,6,6,20,0,2
2021180,930,9,3,0,12,2,9
2021181,549,5,4,9,18,8,5
2021182,229,2,2,9,13,3,7
2021183,350,3,5,0,8,8,5
2021184,811,8,1,1,10,0,7
2021185,695,6,9,5,20,0,4
2021186,691,6,9,1,16,6,8
2021187,375,3,7,5,15,5,4
2021188,608,6,0,8,14,4,8
2021189,810,8,1,0,9,9,8
2021190,428,4,2,8,14,4,6
2021191,049,0,4,9,13,3,9
2021192,740,7,4,0,11,1,7
2021193,951,9,5,1,15,5,8
2021194,523,5,2,3,10,0,3
2021195,602,6,0,2,8,8,6
2021196,866,8,6,6,20,0,2
2021197,064,0,6,4,10,0,6
2021198,185,1,8,5,14,4,7
2021199,483,4,8,3,15,5,5
2021200,409,4,0,9,13,3,9
2021201,245,2,4,5,11,1,3
2021202,488,4,8,8,20,0,4
2021203,959,9,5,9,23,3,4
2021204,506,5,0,6,11,1,6
2021205,082,0,8,2,10,0,8
2021206,469,4,6,9,19,9,5
2021207,070,0,7,0,7,7,7
2021208,520,5,2,0,7,7,5
2021209,654,6,5,4,15,5,2
2021210,582,5,8,2,15,5,6
2021211,675,6,7,5,18,8,2
2021212,012,0,1,2,3,3,2
2021213,120,1,2,0,3,3,2
2021214,281,2,8,1,11,1,7
2021215,712,7,1,2,10,0,6
2021216,454,4,5,4,13,3,1
2021217,547,5,4,7,16,6,3
2021218,530,5,3,0,8,8,5
2021219,329,3,2,9,14,4,7
2021220,127,1,2,7,10,0,6
2021221,185,1,8,5,14,4,7
2021222,028,0,2,8,10,0,8
2021223,823,8,2,3,13,3,6
2021224,937,9,3,7,19,9,6
2021225,824,8,2,4,14,4,6
2021226,509,5,0,9,14,4,9
2021227,357,3,5,7,15,5,4
2021228,552,5,5,2,12,2,3
2021229,359,3,5,9,17,7,6
2021230,775,7,7,5,19,9,2
2021231,762,7,6,2,15,5,5
2021232,779,7,7,9,23,3,2
2021233,022,0,2,2,4,4,2
2021234,163,1,6,3,10,0,5
2021235,332,3,3,2,8,8,1
2021236,714,7,1,4,12,2,6
2021237,203,2,0,3,5,5,3
2021238,134,1,3,4,8,8,3
2021239,319,3,1,9,13,3,8
2021240,013,0,1,3,4,4,3
2021241,848,8,4,8,20,0,4
2021242,973,9,7,3,19,9,6
2021243,097,0,9,7,16,6,9
2021244,401,4,0,1,5,5,4
2021245,926,9,2,6,17,7,7
2021246,980,9,8,0,17,7,9
2021247,525,5,2,5,12,2,3
2021248,308,3,0,8,11,1,8
2021249,290,2,9,0,11,1,9
2021250,448,4,4,8,16,6,4
2021251,941,9,4,1,14,4,8
2021252,975,9,7,5,21,1,4
2021253,568,5,6,8,19,9,3
2021254,949,9,4,9,22,2,5
2021255,917,9,1,7,17,7,8
2021256,503,5,0,3,8,8,5
2021257,914,9,1,4,14,4,8
2021258,751,7,5,1,13,3,6
2021259,115,1,1,5,7,7,4
2021260,186,1,8,6,15,5,7
2021261,195,1,9,5,15,5,8
2021262,414,4,1,4,9,9,3
2021263,244,2,4,4,10,0,2
2021264,956,9,5,6,20,0,4
2021265,095,0,9,5,14,4,9
2021266,055,0,5,5,10,0,5
2021267,700,7,0,0,7,7,7
2021268,183,1,8,3,12,2,7
2021269,134,1,3,4,8,8,3
2021270,671,6,7,1,14,4,6
2021271,530,5,3,0,8,8,5
2021272,028,0,2,8,10,0,8
2021273,316,3,1,6,10,0,5
2021274,812,8,1,2,11,1,7
2021275,276,2,7,6,15,5,5
2021276,504,5,0,4,9,9,5
2021277,700,7,0,0,7,7,7
2021278,157,1,5,7,13,3,6
2021279,111,1,1,1,3,3,0
2021280,868,8,6,8,22,2,2
2021281,597,5,9,7,21,1,4
2021282,470,4,7,0,11,1,7
2021283,806,8,0,6,14,4,8
2021284,504,5,0,4,9,9,5
2021285,780,7,8,0,15,5,8
2021286,853,8,5,3,16,6,5
2021287,770,7,7,0,14,4,7
2021288,566,5,6,6,17,7,1
2021289,321,3,2,1,6,6,2
2021290,489,4,8,9,21,1,5
2021291,044,0,4,4,8,8,4
2021292,521,5,2,1,8,8,4
2021293,420,4,2,0,6,6,4
2021294,488,4,8,8,20,0,4
2021295,235,2,3,5,10,0,3
2021296,468,4,6,8,18,8,4
2021297,512,5,1,2,8,8,4
2021298,589,5,8,9,22,2,4
2021299,888,8,8,8,24,4,0
2021300,140,1,4,0,5,5,4
2021301,622,6,2,2,10,0,4
2021302,925,9,2,5,16,6,7
2021303,143,1,4,3,8,8,3
2021304,900,9,0,0,9,9,9
2021305,156,1,5,6,12,2,5
2021306,233,2,3,3,8,8,1
2021307,183,1,8,3,12,2,7
2021308,838,8,3,8,19,9,5
2021309,457,4,5,7,16,6,3
2021310,148,1,4,8,13,3,7
2021311,805,8,0,5,13,3,8
2021312,008,0,0,8,8,8,8
2021313,593,5,9,3,17,7,6
2021314,194,1,9,4,14,4,8
2021315,484,4,8,4,16,6,4
2021316,688,6,8,8,22,2,2
2021317,355,3,5,5,13,3,2
2021318,731,7,3,1,11,1,6
2021319,086,0,8,6,14,4,8
2021320,940,9,4,0,13,3,9
2021321,977,9,7,7,23,3,2
2021322,170,1,7,0,8,8,7
2021323,454,4,5,4,13,3,1
2021324,931,9,3,1,13,3,8
2021325,612,6,1,2,9,9,5
2021326,461,4,6,1,11,1,5
2021327,328,3,2,8,13,3,6
2021328,336,3,3,6,12,2,3
2021329,131,1,3,1,5,5,2
2021330,204,2,0,4,6,6,4
2021331,949,9,4,9,22,2,5
2021332,934,9,3,4,16,6,6
2021333,404,4,0,4,8,8,4
2021334,792,7,9,2,18,8,7
2021335,110,1,1,0,2,2,1
2021336,455,4,5,5,14,4,1
2021337,722,7,2,2,11,1,5
2021338,244,2,4,4,10,0,2
2021339,189,1,8,9,18,8,8
2021340,321,3,2,1,6,6,2
2021341,703,7,0,3,10,0,7
2021342,676,6,7,6,19,9,1
2021343,880,8,8,0,16,6,8
2021344,046,0,4,6,10,0,6
2021345,508,5,0,8,13,3,8
2021346,343,3,4,3,10,0,1
2021347,839,8,3,9,20,0,6
2021348,241,2,4,1,7,7,3
2021349,290,2,9,0,11,1,9
2021350,135,1,3,5,9,9,4
2021351,264,2,6,4,12,2,4
