issue,prize,hundred,ten,unit,sum,tail,gap
2014113,758,7,5,8,20,0,3
2014114,214,2,1,4,7,7,3
2014115,165,1,6,5,12,2,5
2014116,906,9,0,6,15,5,9
2014117,895,8,9,5,22,2,4
2014118,194,1,9,4,14,4,8
2014119,904,9,0,4,13,3,9
2014120,244,2,4,4,10,0,2
2014121,580,5,8,0,13,3,8
2014122,203,2,0,3,5,5,3
2014123,831,8,3,1,12,2,7
2014124,395,3,9,5,17,7,6
2014125,147,1,4,7,12,2,6
2014126,848,8,4,8,20,0,4
2014127,227,2,2,7,11,1,5
2014128,215,2,1,5,8,8,4
2014129,088,0,8,8,16,6,8
2014130,014,0,1,4,5,5,4
2014131,594,5,9,4,18,8,5
2014132,351,3,5,1,9,9,4
2014133,006,0,0,6,6,6,6
2014134,633,6,3,3,12,2,3
2014135,144,1,4,4,9,9,3
2014136,268,2,6,8,16,6,6
2014137,558,5,5,8,18,8,3
2014138,387,3,8,7,18,8,5
2014139,138,1,3,8,12,2,7
2014140,766,7,6,6,19,9,1
2014141,810,8,1,0,9,9,8
2014142,656,6,5,6,17,7,1
2014143,675,6,7,5,18,8,2
2014144,865,8,6,5,19,9,3
2014145,415,4,1,5,10,0,4
2014146,818,8,1,8,17,7,7
2014147,142,1,4,2,7,7,3
2014148,295,2,9,5,16,6,7
2014149,689,6,8,9,23,3,3
2014150,028,0,2,8,10,0,8
2014151,987,9,8,7,24,4,2
2014152,028,0,2,8,10,0,8
2014153,308,3,0,8,11,1,8
2014154,268,2,6,8,16,6,6
2014155,213,2,1,3,6,6,2
2014156,159,1,5,9,15,5,8
2014157,079,0,7,9,16,6,9
2014158,370,3,7,0,10,0,7
2014159,090,0,9,0,9,9,9
2014160,928,9,2,8,19,9,7
2014161,550,5,5,0,10,0,5
2014162,729,7,2,9,18,8,7
2014163,302,3,0,2,5,5,3
2014164,993,9,9,3,21,1,6
2014165,152,1,5,2,8,8,4
2014166,099,0,9,9,18,8,9
2014167,765,7,6,5,18,8,2
2014168,198,1,9,8,18,8,8
2014169,104,1,0,4,5,5,4
2014170,257,2,5,7,14,4,5
2014171,630,6,3,0,9,9,6
2014172,959,9,5,9,23,3,4
2014173,888,8,8,8,24,4,0
2014174,409,4,0,9,13,3,9
2014175,691,6,9,1,16,6,8
2014176,034,0,3,4,7,7,4
2014177,580,5,8,0,13,3,8
2014178,909,9,0,9,18,8,9
2014179,264,2,6,4,12,2,4
2014180,759,7,5,9,21,1,4
2014181,727,7,2,7,16,6,5
2014182,753,7,5,3,15,5,4
2014183,774,7,7,4,18,8,3
2014184,523,5,2,3,10,0,3
2014185,452,4,5,2,11,1,3
2014186,605,6,0,5,11,1,6
2014187,326,3,2,6,11,1,4
2014188,302,3,0,2,5,5,3
2014189,550,5,5,0,10,0,5
2014190,537,5,3,7,15,5,4
2014191,757,7,5,7,19,9,2
2014192,539,5,3,9,17,7,6
2014193,513,5,1,3,9,9,4
2014194,046,0,4,6,10,0,6
2014195,840,8,4,0,12,2,8
2014196,460,4,6,0,10,0,6
2014197,974,9,7,4,20,0,5
2014198,893,8,9,3,20,0,6
2014199,251,2,5,1,8,8,4
2014200,025,0,2,5,7,7,5
2014201,834,8,3,4,15,5,5
2014202,475,4,7,5,16,6,3
2014203,411,4,1,1,6,6,3
2014204,564,5,6,4,15,5,2
2014205,907,9,0,7,16,6,9
2014206,906,9,0,6,15,5,9
2014207,147,1,4,7,12,2,6
2014208,778,7,7,8,22,2,1
2014209,712,7,1,2,10,0,6
2014210,405,4,0,5,9,9,5
2014211,205,2,0,5,7,7,5
2014212,056,0,5,6,11,1,6
2014213,775,7,7,5,19,9,2
2014214,214,2,1,4,7,7,3
2014215,609,6,0,9,15,5,9
2014216,033,0,3,3,6,6,3
2014217,137,1,3,7,11,1,6
2014218,808,8,0,8,16,6,8
2014219,295,2,9,5,16,6,7
2014220,449,4,4,9,17,7,5
2014221,272,2,7,2,11,1,5
2014222,504,5,0,4,9,9,5
2014223,804,8,0,4,12,2,8
2014224,696,6,9,6,21,1,3
2014225,792,7,9,2,18,8,7
2014226,193,1,9,3,13,3,8
2014227,326,3,2,6,11,1,4
2014228,243,2,4,3,9,9,2
2014229,474,4,7,4,15,5,3
2014230,083,0,8,3,11,1,8
2014231,463,4,6,3,13,3,3
2014232,614,6,1,4,11,1,5
2014233,921,9,2,1,12,2,8
2014234,071,0,7,1,8,8,7
2014235,748,7,4,8,19,9,4
2014236,841,8,4,1,13,3,7
2014237,685,6,8,5,19,9,3
2014238,419,4,1,9,14,4,8
2014239,724,7,2,4,13,3,5
2014240,864,8,6,4,18,8,4
2014241,858,8,5,8,21,1,3
2014242,245,2,4,5,11,1,3
2014243,799,7,9,9,25,5,2
2014244,302,3,0,2,5,5,3
2014245,619,6,1,9,16,6,8
2014246,222,2,2,2,6,6,0
2014247,229,2,2,9,13,3,7
2014248,441,4,4,1,9,9,3
2014249,810,8,1,0,9,9,8
2014250,177,1,7,7,15,5,6
2014251,421,4,2,1,7,7,3
2014252,557,5,5,7,17,7,2
2014253,441,4,4,1,9,9,3
2014254,924,9,2,4,15,5,7
2014255,691,6,9,1,16,6,8
2014256,771,7,7,1,15,5,6
2014257,666,6,6,6,18,8,0
2014258,452,4,5,2,11,1,3
2014259,110,1,1,0,2,2,1
2014260,366,3,6,6,15,5,3
2014261,412,4,1,2,7,7,3
2014262,219,2,1,9,12,2,8
2014263,857,8,5,7,20,0,3
2014264,107,1,0,7,8,8,7
2014265,459,4,5,9,18,8,5
2014266,506,5,0,6,11,1,6
2014267,149,1,4,9,14,4,8
2014268,740,7,4,0,11,1,7
2014269,032,0,3,2,5,5,3
2014270,658,6,5,8,19,9,3
2014271,770,7,7,0,14,4,7
2014272,417,4,1,7,12,2,6
2014273,585,5,8,5,18,8,3
2014274,475,4,7,5,16,6,3
2014275,286,2,8,6,16,6,6
2014276,497,4,9,7,20,0,5
2014277,513,5,1,3,9,9,4
2014278,739,7,3,9,19,9,6
2014279,592,5,9,2,16,6,7
2014280,131,1,3,1,5,5,2
2014281,794,7,9,4,20,0,5
2014282,590,5,9,0,14,4,9
2014283,343,3,4,3,10,0,1
2014284,018,0,1,8,9,9,8
2014285,826,8,2,6,16,6,6
2014286,988,9,8,8,25,5,1
2014287,275,2,7,5,14,4,5
2014288,245,2,4,5,11,1,3
2014289,048,0,4,8,12,2,8
2014290,433,4,3,3,10,0,1
2014291,488,4,8,8,20,0,4
2014292,841,8,4,1,13,3,7
2014293,359,3,5,9,17,7,6
2014294,815,8,1,5,14,4,7
2014295,794,7,9,4,20,0,5
2014296,399,3,9,9,21,1,6
2014297,888,8,8,8,24,4,0
2014298,280,2,8,0,10,0,8
2014299,532,5,3,2,10,0,3
2014300,290,2,9,0,11,1,9
2014301,524,5,2,4,11,1,3
2014302,862,8,6,2,16,6,6
2014303,078,0,7,8,15,5,8
2014304,750,7,5,0,12,2,7
2014305,004,0,0,4,4,4,4
2014306,131,1,3,1,5,5,2
2014307,296,2,9,6,17,7,7
2014308,180,1,8,0,9,9,8
2014309,382,3,8,2,13,3,6
2014310,489,4,8,9,21,1,5
2014311,296,2,9,6,17,7,7
2014312,377,3,7,7,17,7,4
2014313,402,4,0,2,6,6,4
2014314,795,7,9,5,21,1,4
2014315,153,1,5,3,9,9,4
2014316,371,3,7,1,11,1,6
2014317,059,0,5,9,14,4,9
2014318,594,5,9,4,18,8,5
2014319,696,6,9,6,21,1,3
2014320,236,2,3,6,11,1,4
2014321,652,6,5,2,13,3,4
2014322,969,9,6,9,24,4,3
2014323,826,8,2,6,16,6,6
2014324,589,5,8,9,22,2,4
2014325,037,0,3,7,10,0,7
2014326,881,8,8,1,17,7,7
2014327,354,3,5,4,12,2,2
2014328,543,5,4,3,12,2,2
2014329,359,3,5,9,17,7,6
2014330,780,7,8,0,15,5,8
2014331,713,7,1,3,11,1,6
2014332,666,6,6,6,18,8,0
2014333,695,6,9,5,20,0,4
2014334,394,3,9,4,16,6,6
2014335,901,9,0,1,10,0,9
2014336,753,7,5,3,15,5,4
2014337,662,6,6,2,14,4,4
2014338,398,3,9,8,20,0,6
2014339,589,5,8,9,22,2,4
2014340,129,1,2,9,12,2,8
2014341,711,7,1,1,9,9,6
2014342,976,9,7,6,22,2,3
2014343,687,6,8,7,21,1,2
2014344,097,0,9,7,16,6,9
2014345,512,5,1,2,8,8,4
2014346,204,2,0,4,6,6,4
2014347,982,9,8,2,19,9,7
2014348,168,1,6,8,15,5,7
2014349,661,6,6,1,13,3,5
2014350,266,2,6,6,14,4,4
2014351,688,6,8,8,22,2,2
2014352,060,0,6,0,6,6,6
2014353,355,3,5,5,13,3,2
2014354,069,0,6,9,15,5,9
2014355,950,9,5,0,14,4,9
2014356,786,7,8,6,21,1,2
2014357,362,3,6,2,11,1,4
