issue,prize,hundred,ten,unit,sum,tail,gap
2013056,481,4,8,1,13,3,7
2013057,639,6,3,9,18,8,6
2013058,248,2,4,8,14,4,6
2013059,954,9,5,4,18,8,5
2013060,530,5,3,0,8,8,5
2013061,106,1,0,6,7,7,6
2013062,143,1,4,3,8,8,3
2013063,882,8,8,2,18,8,6
2013064,465,4,6,5,15,5,2
2013065,222,2,2,2,6,6,0
2013066,158,1,5,8,14,4,7
2013067,044,0,4,4,8,8,4
2013068,244,2,4,4,10,0,2
2013069,119,1,1,9,11,1,8
2013070,149,1,4,9,14,4,8
2013071,040,0,4,0,4,4,4
2013072,330,3,3,0,6,6,3
2013073,043,0,4,3,7,7,4
2013074,858,8,5,8,21,1,3
2013075,954,9,5,4,18,8,5
2013076,545,5,4,5,14,4,1
2013077,911,9,1,1,11,1,8
2013078,666,6,6,6,18,8,0
2013079,154,1,5,4,10,0,4
2013080,237,2,3,7,12,2,5
2013081,842,8,4,2,14,4,6
2013082,546,5,4,6,15,5,2
2013083,752,7,5,2,14,4,5
2013084,125,1,2,5,8,8,4
2013085,527,5,2,7,14,4,5
2013086,679,6,7,9,22,2,3
2013087,007,0,0,7,7,7,7
2013088,806,8,0,6,14,4,8
2013089,030,0,3,0,3,3,3
2013090,143,1,4,3,8,8,3
2013091,022,0,2,2,4,4,2
2013092,691,6,9,1,16,6,8
2013093,473,4,7,3,14,4,4
2013094,502,5,0,2,7,7,5
2013095,502,5,0,2,7,7,5
2013096,342,3,4,2,9,9,2
2013097,493,4,9,3,16,6,6
2013098,249,2,4,9,15,5,7
2013099,078,0,7,8,15,5,8
2013100,764,7,6,4,17,7,3
2013101,238,2,3,8,13,3,6
2013102,862,8,6,2,16,6,6
2013103,979,9,7,9,25,5,2
2013104,845,8,4,5,17,7,4
2013105,820,8,2,0,10,0,8
2013106,511,5,1,1,7,7,4
2013107,760,7,6,0,13,3,7
2013108,320,3,2,0,5,5,3
2013109,062,0,6,2,8,8,6
2013110,164,1,6,4,11,1,5
2013111,181,1,8,1,10,0,7
2013112,606,6,0,6,12,2,6
2013113,593,5,9,3,17,7,6
2013114,246,2,4,6,12,2,4
2013115,988,9,8,8,25,5,1
2013116,047,0,4,7,11,1,7
2013117,829,8,2,9,19,9,7
2013118,405,4,0,5,9,9,5
2013119,099,0,9,9,18,8,9
2013120,290,2,9,0,11,1,9
2013121,565,5,6,5,16,6,1
2013122,877,8,7,7,22,2,1
2013123,057,0,5,7,12,2,7
2013124,363,3,6,3,12,2,3
2013125,443,4,4,3,11,1,1
2013126,630,6,3,0,9,9,6
2013127,539,5,3,9,17,7,6
2013128,082,0,8,2,10,0,8
2013129,086,0,8,6,14,4,8
2013130,043,0,4,3,7,7,4
2013131,392,3,9,2,14,4,7
2013132,104,1,0,4,5,5,4
2013133,022,0,2,2,4,4,2
2013134,260,2,6,0,8,8,6
2013135,349,3,4,9,16,6,6
2013136,568,5,6,8,19,9,3
2013137,102,1,0,2,3,3,2
2013138,040,0,4,0,4,4,4
2013139,032,0,3,2,5,5,3
2013140,857,8,5,7,20,0,3
2013141,462,4,6,2,12,2,4
2013142,914,9,1,4,14,4,8
2013143,862,8,6,2,16,6,6
2013144,152,1,5,2,8,8,4
2013145,280,2,8,0,10,0,8
2013146,721,7,2,1,10,0,6
2013147,622,6,2,2,10,0,4
2013148,803,8,0,3,11,1,8
2013149,936,9,3,6,18,8,6
2013150,036,0,3,6,9,9,6
2013151,876,8,7,6,21,1,2
2013152,438,4,3,8,15,5,5
2013153,270,2,7,0,9,9,7
2013154,954,9,5,4,18,8,5
2013155,096,0,9,6,15,5,9
2013156,128,1,2,8,11,1,7
2013157,588,5,8,8,21,1,3
2013158,470,4,7,0,11,1,7
2013159,554,5,5,4,14,4,1
2013160,036,0,3,6,9,9,6
2013161,133,1,3,3,7,7,2
2013162,199,1,9,9,19,9,8
2013163,142,1,4,2,7,7,3
2013164,951,9,5,1,15,5,8
2013165,581,5,8,1,14,4,7
2013166,444,4,4,4,12,2,0
2013167,341,3,4,1,8,8,3
2013168,844,8,4,4,16,6,4
2013169,273,2,7,3,12,2,5
2013170,478,4,7,8,19,9,4
2013171,027,0,2,7,9,9,7
2013172,219,2,1,9,12,2,8
2013173,384,3,8,4,15,5,5
2013174,261,2,6,1,9,9,5
2013175,652,6,5,2,13,3,4
2013176,641,6,4,1,11,1,5
2013177,396,3,9,6,18,8,6
2013178,624,6,2,4,12,2,4
2013179,511,5,1,1,7,7,4
2013180,669,6,6,9,21,1,3
2013181,153,1,5,3,9,9,4
2013182,658,6,5,8,19,9,3
2013183,452,4,5,2,11,1,3
2013184,829,8,2,9,19,9,7
2013185,286,2,8,6,16,6,6
2013186,592,5,9,2,16,6,7
2013187,266,2,6,6,14,4,4
2013188,654,6,5,4,15,5,2
2013189,295,2,9,5,16,6,7
2013190,157,1,5,7,13,3,6
2013191,473,4,7,3,14,4,4
2013192,556,5,5,6,16,6,1
2013193,775,7,7,5,19,9,2
2013194,508,5,0,8,13,3,8
2013195,500,5,0,0,5,5,5
2013196,666,6,6,6,18,8,0
2013197,280,2,8,0,10,0,8
2013198,553,5,5,3,13,3,2
2013199,661,6,6,1,13,3,5
2013200,468,4,6,8,18,8,4
2013201,228,2,2,8,12,2,6
2013202,137,1,3,7,11,1,6
2013203,031,0,3,1,4,4,3
2013204,499,4,9,9,22,2,5
2013205,843,8,4,3,15,5,5
2013206,173,1,7,3,11,1,6
2013207,959,9,5,9,23,3,4
2013208,421,4,2,1,7,7,3
2013209,562,5,6,2,13,3,4
2013210,539,5,3,9,17,7,6
2013211,734,7,3,4,14,4,4
2013212,143,1,4,3,8,8,3
2013213,338,3,3,8,14,4,5
2013214,779,7,7,9,23,3,2
2013215,541,5,4,1,10,0,4
2013216,005,0,0,5,5,5,5
2013217,898,8,9,8,25,5,1
2013218,147,1,4,7,12,2,6
2013219,527,5,2,7,14,4,5
2013220,300,3,0,0,3,3,3
2013221,609,6,0,9,15,5,9
2013222,605,6,0,5,11,1,6
2013223,571,5,7,1,13,3,6
2013224,000,0,0,0,0,0,0
2013225,952,9,5,2,16,6,7
2013226,083,0,8,3,11,1,8
2013227,559,5,5,9,19,9,4
2013228,756,7,5,6,18,8,2
2013229,290,2,9,0,11,1,9
2013230,452,4,5,2,11,1,3
2013231,059,0,5,9,14,4,9
2013232,647,6,4,7,17,7,3
2013233,422,4,2,2,8,8,2
2013234,565,5,6,5,16,6,1
2013235,909,9,0,9,18,8,9
2013236,557,5,5,7,17,7,2
2013237,682,6,8,2,16,6,6
2013238,695,6,9,5,20,0,4
2013239,692,6,9,2,17,7,7
2013240,751,7,5,1,13,3,6
2013241,866,8,6,6,20,0,2
2013242,511,5,1,1,7,7,4
2013243,481,4,8,1,13,3,7
2013244,642,6,4,2,12,2,4
2013245,304,3,0,4,7,7,4
2013246,274,2,7,4,13,3,5
2013247,673,6,7,3,16,6,4
2013248,477,4,7,7,18,8,3
2013249,690,6,9,0,15,5,9
2013250,714,7,1,4,12,2,6
2013251,659,6,5,9,20,0,4
2013252,978,9,7,8,24,4,2
2013253,687,6,8,7,21,1,2
2013254,838,8,3,8,19,9,5
2013255,015,0,1,5,6,6,5
2013256,286,2,8,6,16,6,6
2013257,627,6,2,7,15,5,5
2013258,930,9,3,0,12,2,9
2013259,044,0,4,4,8,8,4
2013260,854,8,5,4,17,7,4
2013261,563,5,6,3,14,4,3
2013262,433,4,3,3,10,0,1
2013263,521,5,2,1,8,8,4
2013264,035,0,3,5,8,8,5
2013265,821,8,2,1,11,1,7
2013266,926,9,2,6,17,7,7
2013267,915,9,1,5,15,5,8
2013268,831,8,3,1,12,2,7
2013269,305,3,0,5,8,8,5
2013270,253,2,5,3,10,0,3
2013271,791,7,9,1,17,7,8
2013272,690,6,9,0,15,5,9
2013273,418,4,1,8,13,3,7
2013274,695,6,9,5,20,0,4
2013275,165,1,6,5,12,2,5
2013276,845,8,4,5,17,7,4
2013277,453,4,5,3,12,2,2
2013278,393,3,9,3,15,5,6
2013279,900,9,0,0,9,9,9
2013280,575,5,7,5,17,7,2
2013281,997,9,9,7,25,5,2
2013282,901,9,0,1,10,0,9
2013283,314,3,1,4,8,8,3
2013284,854,8,5,4,17,7,4
2013285,571,5,7,1,13,3,6
2013286,247,2,4,7,13,3,5
2013287,909,9,0,9,18,8,9
2013288,926,9,2,6,17,7,7
2013289,607,6,0,7,13,3,7
2013290,663,6,6,3,15,5,3
2013291,556,5,5,6,16,6,1
2013292,949,9,4,9,22,2,5
2013293,421,4,2,1,7,7,3
2013294,732,7,3,2,12,2,5
2013295,820,8,2,0,10,0,8
2013296,557,5,5,7,17,7,2
2013297,389,3,8,9,20,0,6
2013298,337,3,3,7,13,3,4
2013299,087,0,8,7,15,5,8
2013300,192,1,9,2,12,2,8
2013301,376,3,7,6,16,6,4
2013302,316,3,1,6,10,0,5
2013303,820,8,2,0,10,0,8
2013304,014,0,1,4,5,5,4
2013305,238,2,3,8,13,3,6
2013306,120,1,2,0,3,3,2
2013307,598,5,9,8,22,2,4
2013308,257,2,5,7,14,4,5
2013309,308,3,0,8,11,1,8
2013310,873,8,7,3,18,8,5
2013311,694,6,9,4,19,9,5
2013312,469,4,6,9,19,9,5
2013313,713,7,1,3,11,1,6
2013314,700,7,0,0,7,7,7
2013315,497,4,9,7,20,0,5
2013316,832,8,3,2,13,3,6
2013317,455,4,5,5,14,4,1
2013318,780,7,8,0,15,5,8
2013319,918,9,1,8,18,8,8
2013320,388,3,8,8,19,9,5
2013321,800,8,0,0,8,8,8
2013322,157,1,5,7,13,3,6
2013323,525,5,2,5,12,2,3
2013324,169,1,6,9,16,6,8
2013325,775,7,7,5,19,9,2
2013326,331,3,3,1,7,7,2
2013327,775,7,7,5,19,9,2
2013328,901,9,0,1,10,0,9
2013329,358,3,5,8,16,6,5
2013330,893,8,9,3,20,0,6
2013331,189,1,8,9,18,8,8
2013332,726,7,2,6,15,5,5
2013333,665,6,6,5,17,7,1
2013334,439,4,3,9,16,6,6
2013335,852,8,5,2,15,5,6
2013336,166,1,6,6,13,3,5
2013337,326,3,2,6,11,1,4
2013338,549,5,4,9,18,8,5
2013339,958,9,5,8,22,2,4
2013340,414,4,1,4,9,9,3
2013341,156,1,5,6,12,2,5
2013342,254,2,5,4,11,1,3
2013343,661,6,6,1,13,3,5
2013344,110,1,1,0,2,2,1
2013345,067,0,6,7,13,3,7
2013346,767,7,6,7,20,0,1
2013347,797,7,9,7,23,3,2
2013348,566,5,6,6,17,7,1
2013349,833,8,3,3,14,4,5
2013350,052,0,5,2,7,7,5
2013351,211,2,1,1,4,4,1
2013352,454,4,5,4,13,3,1
2013353,589,5,8,9,22,2,4
2013354,997,9,9,7,25,5,2
2013355,030,0,3,0,3,3,3
2013356,800,8,0,0,8,8,8
2013357,154,1,5,4,10,0,4
2013358,988,9,8,8,25,5,1
