issue,prize,hundred,ten,unit,sum,tail,gap
2010081,598,5,9,8,22,2,4
2010082,508,5,0,8,13,3,8
2010083,468,4,6,8,18,8,4
2010084,922,9,2,2,13,3,7
2010085,296,2,9,6,17,7,7
2010086,968,9,6,8,23,3,3
2010087,814,8,1,4,13,3,7
2010088,608,6,0,8,14,4,8
2010089,241,2,4,1,7,7,3
2010090,590,5,9,0,14,4,9
2010091,070,0,7,0,7,7,7
2010092,305,3,0,5,8,8,5
2010093,974,9,7,4,20,0,5
2010094,958,9,5,8,22,2,4
2010095,470,4,7,0,11,1,7
2010096,059,0,5,9,14,4,9
2010097,146,1,4,6,11,1,5
2010098,936,9,3,6,18,8,6
2010099,168,1,6,8,15,5,7
2010100,718,7,1,8,16,6,7
2010101,143,1,4,3,8,8,3
2010102,888,8,8,8,24,4,0
2010103,812,8,1,2,11,1,7
2010104,244,2,4,4,10,0,2
2010105,284,2,8,4,14,4,6
2010106,697,6,9,7,22,2,3
2010107,053,0,5,3,8,8,5
2010108,130,1,3,0,4,4,3
2010109,776,7,7,6,20,0,1
2010110,813,8,1,3,12,2,7
2010111,871,8,7,1,16,6,7
2010112,377,3,7,7,17,7,4
2010113,342,3,4,2,9,9,2
2010114,130,1,3,0,4,4,3
2010115,221,2,2,1,5,5,1
2010116,503,5,0,3,8,8,5
2010117,565,5,6,5,16,6,1
2010118,968,9,6,8,23,3,3
2010119,332,3,3,2,8,8,1
2010120,219,2,1,9,12,2,8
2010121,829,8,2,9,19,9,7
2010122,832,8,3,2,13,3,6
2010123,261,2,6,1,9,9,5
2010124,473,4,7,3,14,4,4
2010125,488,4,8,8,20,0,4
2010126,483,4,8,3,15,5,5
2010127,277,2,7,7,16,6,5
2010128,913,9,1,3,13,3,8
2010129,101,1,0,1,2,2,1
2010130,395,3,9,5,17,7,6
2010131,336,3,3,6,12,2,3
2010132,545,5,4,5,14,4,1
2010133,343,3,4,3,10,0,1
2010134,358,3,5,8,16,6,5
2010135,409,4,0,9,13,3,9
2010136,926,9,2,6,17,7,7
2010137,776,7,7,6,20,0,1
2010138,728,7,2,8,17,7,6
2010139,045,0,4,5,9,9,5
2010140,634,6,3,4,13,3,3
2010141,831,8,3,1,12,2,7
2010142,261,2,6,1,9,9,5
2010143,370,3,7,0,10,0,7
2010144,866,8,6,6,20,0,2
2010145,934,9,3,4,16,6,6
2010146,814,8,1,4,13,3,7
2010147,006,0,0,6,6,6,6
2010148,278,2,7,8,17,7,6
2010149,964,9,6,4,19,9,5
2010150,101,1,0,1,2,2,1
2010151,309,3,0,9,12,2,9
2010152,997,9,9,7,25,5,2
2010153,006,0,0,6,6,6,6
2010154,069,0,6,9,15,5,9
2010155,331,3,3,1,7,7,2
2010156,138,1,3,8,12,2,7
2010157,708,7,0,8,15,5,8
2010158,480,4,8,0,12,2,8
2010159,644,6,4,4,14,4,2
2010160,878,8,7,8,23,3,1
2010161,637,6,3,7,16,6,4
2010162,013,0,1,3,4,4,3
2010163,134,1,3,4,8,8,3
2010164,684,6,8,4,18,8,4
2010165,842,8,4,2,14,4,6
2010166,786,7,8,6,21,1,2
2010167,094,0,9,4,13,3,9
2010168,677,6,7,7,20,0,1
2010169,844,8,4,4,16,6,4
2010170,739,7,3,9,19,9,6
2010171,808,8,0,8,16,6,8
2010172,239,2,3,9,14,4,7
2010173,406,4,0,6,10,0,6
2010174,841,8,4,1,13,3,7
2010175,569,5,6,9,20,0,4
2010176,770,7,7,0,14,4,7
2010177,194,1,9,4,14,4,8
2010178,356,3,5,6,14,4,3
2010179,519,5,1,9,15,5,8
2010180,088,0,8,8,16,6,8
2010181,806,8,0,6,14,4,8
2010182,947,9,4,7,20,0,5
2010183,337,3,3,7,13,3,4
2010184,820,8,2,0,10,0,8
2010185,135,1,3,5,9,9,4
2010186,284,2,8,4,14,4,6
2010187,415,4,1,5,10,0,4
2010188,681,6,8,1,15,5,7
2010189,918,9,1,8,18,8,8
2010190,757,7,5,7,19,9,2
2010191,353,3,5,3,11,1,2
2010192,613,6,1,3,10,0,5
2010193,111,1,1,1,3,3,0
2010194,148,1,4,8,13,3,7
2010195,804,8,0,4,12,2,8
2010196,052,0,5,2,7,7,5
2010197,778,7,7,8,22,2,1
2010198,466,4,6,6,16,6,2
2010199,988,9,8,8,25,5,1
2010200,206,2,0,6,8,8,6
2010201,180,1,8,0,9,9,8
2010202,053,0,5,3,8,8,5
2010203,106,1,0,6,7,7,6
2010204,036,0,3,6,9,9,6
2010205,047,0,4,7,11,1,7
2010206,353,3,5,3,11,1,2
2010207,828,8,2,8,18,8,6
2010208,467,4,6,7,17,7,3
2010209,081,0,8,1,9,9,8
2010210,809,8,0,9,17,7,9
2010211,932,9,3,2,14,4,7
2010212,785,7,8,5,20,0,3
2010213,391,3,9,1,13,3,8
2010214,124,1,2,4,7,7,3
2010215,667,6,6,7,19,9,1
2010216,824,8,2,4,14,4,6
2010217,893,8,9,3,20,0,6
2010218,245,2,4,5,11,1,3
2010219,685,6,8,5,19,9,3
2010220,295,2,9,5,16,6,7
2010221,683,6,8,3,17,7,5
2010222,140,1,4,0,5,5,4
2010223,574,5,7,4,16,6,3
2010224,674,6,7,4,17,7,3
2010225,997,9,9,7,25,5,2
2010226,504,5,0,4,9,9,5
2010227,239,2,3,9,14,4,7
2010228,947,9,4,7,20,0,5
2010229,676,6,7,6,19,9,1
2010230,854,8,5,4,17,7,4
2010231,066,0,6,6,12,2,6
2010232,195,1,9,5,15,5,8
2010233,534,5,3,4,12,2,2
2010234,379,3,7,9,19,9,6
2010235,300,3,0,0,3,3,3
2010236,173,1,7,3,11,1,6
2010237,903,9,0,3,12,2,9
2010238,687,6,8,7,21,1,2
2010239,414,4,1,4,9,9,3
2010240,331,3,3,1,7,7,2
2010241,251,2,5,1,8,8,4
2010242,095,0,9,5,14,4,9
2010243,488,4,8,8,20,0,4
2010244,482,4,8,2,14,4,6
2010245,484,4,8,4,16,6,4
2010246,530,5,3,0,8,8,5
2010247,885,8,8,5,21,1,3
2010248,204,2,0,4,6,6,4
2010249,695,6,9,5,20,0,4
2010250,082,0,8,2,10,0,8
2010251,698,6,9,8,23,3,3
2010252,299,2,9,9,20,0,7
2010253,675,6,7,5,18,8,2
2010254,358,3,5,8,16,6,5
2010255,971,9,7,1,17,7,8
2010256,179,1,7,9,17,7,8
2010257,969,9,6,9,24,4,3
2010258,958,9,5,8,22,2,4
2010259,243,2,4,3,9,9,2
2010260,881,8,8,1,17,7,7
2010261,333,3,3,3,9,9,0
2010262,185,1,8,5,14,4,7
2010263,425,4,2,5,11,1,3
2010264,445,4,4,5,13,3,1
2010265,846,8,4,6,18,8,4
2010266,235,2,3,5,10,0,3
2010267,703,7,0,3,10,0,7
2010268,593,5,9,3,17,7,6
2010269,163,1,6,3,10,0,5
2010270,117,1,1,7,9,9,6
2010271,521,5,2,1,8,8,4
2010272,670,6,7,0,13,3,7
2010273,772,7,7,2,16,6,5
2010274,411,4,1,1,6,6,3
2010275,680,6,8,0,14,4,8
2010276,280,2,8,0,10,0,8
2010277,623,6,2,3,11,1,4
2010278,188,1,8,8,17,7,7
2010279,685,6,8,5,19,9,3
2010280,152,1,5,2,8,8,4
2010281,273,2,7,3,12,2,5
2010282,538,5,3,8,16,6,5
2010283,047,0,4,7,11,1,7
2010284,210,2,1,0,3,3,2
2010285,747,7,4,7,18,8,3
2010286,960,9,6,0,15,5,9
2010287,167,1,6,7,14,4,6
2010288,460,4,6,0,10,0,6
2010289,134,1,3,4,8,8,3
2010290,399,3,9,9,21,1,6
2010291,150,1,5,0,6,6,5
2010292,122,1,2,2,5,5,1
2010293,129,1,2,9,12,2,8
2010294,040,0,4,0,4,4,4
2010295,238,2,3,8,13,3,6
2010296,448,4,4,8,16,6,4
2010297,520,5,2,0,7,7,5
2010298,786,7,8,6,21,1,2
2010299,225,2,2,5,9,9,3
2010300,596,5,9,6,20,0,4
2010301,356,3,5,6,14,4,3
2010302,091,0,9,1,10,0,9
2010303,070,0,7,0,7,7,7
2010304,332,3,3,2,8,8,1
2010305,937,9,3,7,19,9,6
2010306,405,4,0,5,9,9,5
2010307,219,2,1,9,12,2,8
2010308,232,2,3,2,7,7,1
2010309,026,0,2,6,8,8,6
2010310,387,3,8,7,18,8,5
2010311,598,5,9,8,22,2,4
2010312,138,1,3,8,12,2,7
2010313,878,8,7,8,23,3,1
2010314,675,6,7,5,18,8,2
2010315,055,0,5,5,10,0,5
2010316,329,3,2,9,14,4,7
2010317,182,1,8,2,11,1,7
2010318,454,4,5,4,13,3,1
2010319,733,7,3,3,13,3,4
2010320,283,2,8,3,13,3,6
2010321,027,0,2,7,9,9,7
2010322,840,8,4,0,12,2,8
2010323,474,4,7,4,15,5,3
2010324,127,1,2,7,10,0,6
2010325,846,8,4,6,18,8,4
2010326,159,1,5,9,15,5,8
2010327,376,3,7,6,16,6,4
2010328,853,8,5,3,16,6,5
2010329,366,3,6,6,15,5,3
2010330,681,6,8,1,15,5,7
2010331,443,4,4,3,11,1,1
2010332,424,4,2,4,10,0,2
2010333,867,8,6,7,21,1,2
2010334,354,3,5,4,12,2,2
2010335,655,6,5,5,16,6,1
2010336,878,8,7,8,23,3,1
2010337,895,8,9,5,22,2,4
2010338,754,7,5,4,16,6,3
2010339,599,5,9,9,23,3,4
2010340,094,0,9,4,13,3,9
2010341,943,9,4,3,16,6,6
2010342,376,3,7,6,16,6,4
2010343,168,1,6,8,15,5,7
2010344,332,3,3,2,8,8,1
2010345,741,7,4,1,12,2,6
2010346,383,3,8,3,14,4,5
2010347,322,3,2,2,7,7,1
2010348,484,4,8,4,16,6,4
2010349,670,6,7,0,13,3,7
2010350,890,8,9,0,17,7,9
2010351,572,5,7,2,14,4,5
2010352,112,1,1,2,4,4,1
2010353,169,1,6,9,16,6,8
2010354,167,1,6,7,14,4,6
2010355,545,5,4,5,14,4,1
2010356,868,8,6,8,22,2,2
2010357,171,1,7,1,9,9,6
2010358,311,3,1,1,5,5,2
