issue,prize,hundred,ten,unit,sum,tail,gap
2007073,564,5,6,4,15,5,2
2007074,906,9,0,6,15,5,9
2007075,515,5,1,5,11,1,4
2007076,316,3,1,6,10,0,5
2007077,761,7,6,1,14,4,6
2007078,737,7,3,7,17,7,4
2007079,195,1,9,5,15,5,8
2007080,856,8,5,6,19,9,3
2007081,491,4,9,1,14,4,8
2007082,044,0,4,4,8,8,4
2007083,903,9,0,3,12,2,9
2007084,020,0,2,0,2,2,2
2007085,878,8,7,8,23,3,1
2007086,028,0,2,8,10,0,8
2007087,738,7,3,8,18,8,5
2007088,894,8,9,4,21,1,5
2007089,577,5,7,7,19,9,2
2007090,624,6,2,4,12,2,4
2007091,170,1,7,0,8,8,7
2007092,417,4,1,7,12,2,6
2007093,971,9,7,1,17,7,8
2007094,051,0,5,1,6,6,5
2007095,937,9,3,7,19,9,6
2007096,967,9,6,7,22,2,3
2007097,532,5,3,2,10,0,3
2007098,679,6,7,9,22,2,3
2007099,405,4,0,5,9,9,5
2007100,941,9,4,1,14,4,8
2007101,349,3,4,9,16,6,6
2007102,485,4,8,5,17,7,4
2007103,441,4,4,1,9,9,3
2007104,754,7,5,4,16,6,3
2007105,999,9,9,9,27,7,0
2007106,845,8,4,5,17,7,4
2007107,691,6,9,1,16,6,8
2007108,497,4,9,7,20,0,5
2007109,395,3,9,5,17,7,6
2007110,786,7,8,6,21,1,2
2007111,762,7,6,2,15,5,5
2007112,734,7,3,4,14,4,4
2007113,183,1,8,3,12,2,7
2007114,786,7,8,6,21,1,2
2007115,167,1,6,7,14,4,6
2007116,272,2,7,2,11,1,5
2007117,378,3,7,8,18,8,5
2007118,971,9,7,1,17,7,8
2007119,967,9,6,7,22,2,3
2007120,534,5,3,4,12,2,2
2007121,006,0,0,6,6,6,6
2007122,520,5,2,0,7,7,5
2007123,525,5,2,5,12,2,3
2007124,779,7,7,9,23,3,2
2007125,163,1,6,3,10,0,5
2007126,075,0,7,5,12,2,7
2007127,909,9,0,9,18,8,9
2007128,699,6,9,9,24,4,3
2007129,945,9,4,5,18,8,5
2007130,111,1,1,1,3,3,0
2007131,575,5,7,5,17,7,2
2007132,684,6,8,4,18,8,4
2007133,839,8,3,9,20,0,6
2007134,097,0,9,7,16,6,9
2007135,595,5,9,5,19,9,4
2007136,858,8,5,8,21,1,3
2007137,964,9,6,4,19,9,5
2007138,047,0,4,7,11,1,7
2007139,328,3,2,8,13,3,6
2007140,036,0,3,6,9,9,6
2007141,884,8,8,4,20,0,4
2007142,669,6,6,9,21,1,3
2007143,139,1,3,9,13,3,8
2007144,912,9,1,2,12,2,8
2007145,060,0,6,0,6,6,6
2007146,910,9,1,0,10,0,9
2007147,976,9,7,6,22,2,3
2007148,246,2,4,6,12,2,4
2007149,378,3,7,8,18,8,5
2007150,873,8,7,3,18,8,5
2007151,676,6,7,6,19,9,1
2007152,951,9,5,1,15,5,8
2007153,181,1,8,1,10,0,7
2007154,851,8,5,1,14,4,7
2007155,682,6,8,2,16,6,6
2007156,775,7,7,5,19,9,2
2007157,000,0,0,0,0,0,0
2007158,891,8,9,1,18,8,8
2007159,539,5,3,9,17,7,6
2007160,878,8,7,8,23,3,1
2007161,567,5,6,7,18,8,2
2007162,554,5,5,4,14,4,1
2007163,658,6,5,8,19,9,3
2007164,738,7,3,8,18,8,5
2007165,946,9,4,6,19,9,5
2007166,795,7,9,5,21,1,4
2007167,800,8,0,0,8,8,8
2007168,064,0,6,4,10,0,6
2007169,338,3,3,8,14,4,5
2007170,200,2,0,0,2,2,2
2007171,890,8,9,0,17,7,9
2007172,517,5,1,7,13,3,6
2007173,981,9,8,1,18,8,8
2007174,384,3,8,4,15,5,5
2007175,446,4,4,6,14,4,2
2007176,174,1,7,4,12,2,6
2007177,726,7,2,6,15,5,5
2007178,491,4,9,1,14,4,8
2007179,825,8,2,5,15,5,6
2007180,680,6,8,0,14,4,8
2007181,849,8,4,9,21,1,5
2007182,604,6,0,4,10,0,6
2007183,903,9,0,3,12,2,9
2007184,574,5,7,4,16,6,3
2007185,581,5,8,1,14,4,7
2007186,000,0,0,0,0,0,0
2007187,867,8,6,7,21,1,2
2007188,589,5,8,9,22,2,4
2007189,184,1,8,4,13,3,7
2007190,616,6,1,6,13,3,5
2007191,959,9,5,9,23,3,4
2007192,106,1,0,6,7,7,6
2007193,951,9,5,1,15,5,8
2007194,141,1,4,1,6,6,3
2007195,566,5,6,6,17,7,1
2007196,565,5,6,5,16,6,1
2007197,713,7,1,3,11,1,6
2007198,282,2,8,2,12,2,6
2007199,449,4,4,9,17,7,5
2007200,766,7,6,6,19,9,1
2007201,085,0,8,5,13,3,8
2007202,868,8,6,8,22,2,2
2007203,131,1,3,1,5,5,2
2007204,981,9,8,1,18,8,8
2007205,533,5,3,3,11,1,2
2007206,518,5,1,8,14,4,7
2007207,923,9,2,3,14,4,7
2007208,643,6,4,3,13,3,3
2007209,389,3,8,9,20,0,6
2007210,061,0,6,1,7,7,6
2007211,188,1,8,8,17,7,7
2007212,244,2,4,4,10,0,2
2007213,899,8,9,9,26,6,1
2007214,944,9,4,4,17,7,5
2007215,884,8,8,4,20,0,4
2007216,176,1,7,6,14,4,6
2007217,503,5,0,3,8,8,5
2007218,397,3,9,7,19,9,6
2007219,569,5,6,9,20,0,4
2007220,479,4,7,9,20,0,5
2007221,211,2,1,1,4,4,1
2007222,712,7,1,2,10,0,6
2007223,427,4,2,7,13,3,5
2007224,436,4,3,6,13,3,3
2007225,801,8,0,1,9,9,8
2007226,259,2,5,9,16,6,7
2007227,201,2,0,1,3,3,2
2007228,291,2,9,1,12,2,8
2007229,022,0,2,2,4,4,2
2007230,947,9,4,7,20,0,5
2007231,139,1,3,9,13,3,8
2007232,833,8,3,3,14,4,5
2007233,832,8,3,2,13,3,6
2007234,638,6,3,8,17,7,5
2007235,893,8,9,3,20,0,6
2007236,689,6,8,9,23,3,3
2007237,438,4,3,8,15,5,5
2007238,078,0,7,8,15,5,8
2007239,846,8,4,6,18,8,4
2007240,461,4,6,1,11,1,5
2007241,532,5,3,2,10,0,3
2007242,820,8,2,0,10,0,8
2007243,719,7,1,9,17,7,8
2007244,333,3,3,3,9,9,0
2007245,946,9,4,6,19,9,5
2007246,252,2,5,2,9,9,3
2007247,854,8,5,4,17,7,4
2007248,251,2,5,1,8,8,4
2007249,051,0,5,1,6,6,5
2007250,028,0,2,8,10,0,8
2007251,602,6,0,2,8,8,6
2007252,029,0,2,9,11,1,9
2007253,533,5,3,3,11,1,2
2007254,630,6,3,0,9,9,6
2007255,488,4,8,8,20,0,4
2007256,221,2,2,1,5,5,1
2007257,144,1,4,4,9,9,3
2007258,543,5,4,3,12,2,2
2007259,154,1,5,4,10,0,4
2007260,979,9,7,9,25,5,2
2007261,912,9,1,2,12,2,8
2007262,049,0,4,9,13,3,9
2007263,231,2,3,1,6,6,2
2007264,796,7,9,6,22,2,3
2007265,232,2,3,2,7,7,1
2007266,806,8,0,6,14,4,8
2007267,598,5,9,8,22,2,4
2007268,639,6,3,9,18,8,6
2007269,833,8,3,3,14,4,5
2007270,852,8,5,2,15,5,6
2007271,295,2,9,5,16,6,7
2007272,792,7,9,2,18,8,7
2007273,854,8,5,4,17,7,4
2007274,435,4,3,5,12,2,2
2007275,361,3,6,1,10,0,5
2007276,494,4,9,4,17,7,5
2007277,254,2,5,4,11,1,3
2007278,563,5,6,3,14,4,3
2007279,896,8,9,6,23,3,3
2007280,864,8,6,4,18,8,4
2007281,403,4,0,3,7,7,4
2007282,904,9,0,4,13,3,9
2007283,210,2,1,0,3,3,2
2007284,759,7,5,9,21,1,4
2007285,407,4,0,7,11,1,7
2007286,619,6,1,9,16,6,8
2007287,374,3,7,4,14,4,4
2007288,927,9,2,7,18,8,7
2007289,794,7,9,4,20,0,5
2007290,453,4,5,3,12,2,2
2007291,441,4,4,1,9,9,3
2007292,569,5,6,9,20,0,4
2007293,474,4,7,4,15,5,3
2007294,563,5,6,3,14,4,3
2007295,311,3,1,1,5,5,2
2007296,945,9,4,5,18,8,5
2007297,971,9,7,1,17,7,8
2007298,268,2,6,8,16,6,6
2007299,494,4,9,4,17,7,5
2007300,357,3,5,7,15,5,4
2007301,824,8,2,4,14,4,6
2007302,491,4,9,1,14,4,8
2007303,980,9,8,0,17,7,9
2007304,402,4,0,2,6,6,4
2007305,798,7,9,8,24,4,2
2007306,053,0,5,3,8,8,5
2007307,610,6,1,0,7,7,6
2007308,087,0,8,7,15,5,8
2007309,884,8,8,4,20,0,4
2007310,759,7,5,9,21,1,4
2007311,347,3,4,7,14,4,4
2007312,053,0,5,3,8,8,5
2007313,633,6,3,3,12,2,3
2007314,174,1,7,4,12,2,6
2007315,201,2,0,1,3,3,2
2007316,607,6,0,7,13,3,7
2007317,787,7,8,7,22,2,1
2007318,091,0,9,1,10,0,9
2007319,053,0,5,3,8,8,5
2007320,794,7,9,4,20,0,5
2007321,858,8,5,8,21,1,3
2007322,883,8,8,3,19,9,5
2007323,694,6,9,4,19,9,5
2007324,051,0,5,1,6,6,5
2007325,819,8,1,9,18,8,8
2007326,566,5,6,6,17,7,1
2007327,438,4,3,8,15,5,5
2007328,940,9,4,0,13,3,9
2007329,273,2,7,3,12,2,5
2007330,015,0,1,5,6,6,5
2007331,153,1,5,3,9,9,4
2007332,664,6,6,4,16,6,2
2007333,914,9,1,4,14,4,8
2007334,773,7,7,3,17,7,4
2007335,523,5,2,3,10,0,3
2007336,774,7,7,4,18,8,3
2007337,276,2,7,6,15,5,5
2007338,585,5,8,5,18,8,3
2007339,048,0,4,8,12,2,8
2007340,416,4,1,6,11,1,5
2007341,032,0,3,2,5,5,3
2007342,068,0,6,8,14,4,8
2007343,492,4,9,2,15,5,7
2007344,757,7,5,7,19,9,2
2007345,596,5,9,6,20,0,4
2007346,080,0,8,0,8,8,8
2007347,310,3,1,0,4,4,3
2007348,418,4,1,8,13,3,7
2007349,477,4,7,7,18,8,3
2007350,164,1,6,4,11,1,5
2007351,028,0,2,8,10,0,8
2007352,147,1,4,7,12,2,6
2007353,005,0,0,5,5,5,5
2007354,065,0,6,5,11,1,6
2007355,634,6,3,4,13,3,3
2007356,215,2,1,5,8,8,4
2007357,317,3,1,7,11,1,6
