issue,prize,hundred,ten,unit,sum,tail,gap
2009063,159,1,5,9,15,5,8
2009064,466,4,6,6,16,6,2
2009065,455,4,5,5,14,4,1
2009066,471,4,7,1,12,2,6
2009067,690,6,9,0,15,5,9
2009068,415,4,1,5,10,0,4
2009069,320,3,2,0,5,5,3
2009070,843,8,4,3,15,5,5
2009071,502,5,0,2,7,7,5
2009072,479,4,7,9,20,0,5
2009073,547,5,4,7,16,6,3
2009074,161,1,6,1,8,8,5
2009075,528,5,2,8,15,5,6
2009076,376,3,7,6,16,6,4
2009077,856,8,5,6,19,9,3
2009078,493,4,9,3,16,6,6
2009079,328,3,2,8,13,3,6
2009080,799,7,9,9,25,5,2
2009081,283,2,8,3,13,3,6
2009082,038,0,3,8,11,1,8
2009083,509,5,0,9,14,4,9
2009084,578,5,7,8,20,0,3
2009085,198,1,9,8,18,8,8
2009086,806,8,0,6,14,4,8
2009087,500,5,0,0,5,5,5
2009088,809,8,0,9,17,7,9
2009089,784,7,8,4,19,9,4
2009090,214,2,1,4,7,7,3
2009091,612,6,1,2,9,9,5
2009092,920,9,2,0,11,1,9
2009093,880,8,8,0,16,6,8
2009094,799,7,9,9,25,5,2
2009095,301,3,0,1,4,4,3
2009096,351,3,5,1,9,9,4
2009097,591,5,9,1,15,5,8
2009098,867,8,6,7,21,1,2
2009099,762,7,6,2,15,5,5
2009100,335,3,3,5,11,1,2
2009101,370,3,7,0,10,0,7
2009102,892,8,9,2,19,9,7
2009103,393,3,9,3,15,5,6
2009104,473,4,7,3,14,4,4
2009105,956,9,5,6,20,0,4
2009106,203,2,0,3,5,5,3
2009107,046,0,4,6,10,0,6
2009108,408,4,0,8,12,2,8
2009109,240,2,4,0,6,6,4
2009110,944,9,4,4,17,7,5
2009111,672,6,7,2,15,5,5
2009112,422,4,2,2,8,8,2
2009113,174,1,7,4,12,2,6
2009114,301,3,0,1,4,4,3
2009115,792,7,9,2,18,8,7
2009116,330,3,3,0,6,6,3
2009117,198,1,9,8,18,8,8
2009118,763,7,6,3,16,6,4
2009119,961,9,6,1,16,6,8
2009120,107,1,0,7,8,8,7
2009121,880,8,8,0,16,6,8
2009122,355,3,5,5,13,3,2
2009123,079,0,7,9,16,6,9
2009124,945,9,4,5,18,8,5
2009125,631,6,3,1,10,0,5
2009126,306,3,0,6,9,9,6
2009127,998,9,9,8,26,6,1
2009128,515,5,1,5,11,1,4
2009129,717,7,1,7,15,5,6
2009130,062,0,6,2,8,8,6
2009131,757,7,5,7,19,9,2
2009132,990,9,9,0,18,8,9
2009133,750,7,5,0,12,2,7
2009134,440,4,4,0,8,8,4
2009135,205,2,0,5,7,7,5
2009136,785,7,8,5,20,0,3
2009137,317,3,1,7,11,1,6
2009138,633,6,3,3,12,2,3
2009139,429,4,2,9,15,5,7
2009140,281,2,8,1,11,1,7
2009141,606,6,0,6,12,2,6
2009142,147,1,4,7,12,2,6
2009143,616,6,1,6,13,3,5
2009144,973,9,7,3,19,9,6
2009145,180,1,8,0,9,9,8
2009146,183,1,8,3,12,2,7
2009147,741,7,4,1,12,2,6
2009148,341,3,4,1,8,8,3
2009149,623,6,2,3,11,1,4
2009150,004,0,0,4,4,4,4
2009151,496,4,9,6,19,9,5
2009152,638,6,3,8,17,7,5
2009153,698,6,9,8,23,3,3
2009154,325,3,2,5,10,0,3
2009155,206,2,0,6,8,8,6
2009156,906,9,0,6,15,5,9
2009157,060,0,6,0,6,6,6
2009158,148,1,4,8,13,3,7
2009159,380,3,8,0,11,1,8
2009160,622,6,2,2,10,0,4
2009161,186,1,8,6,15,5,7
2009162,674,6,7,4,17,7,3
2009163,120,1,2,0,3,3,2
2009164,552,5,5,2,12,2,3
2009165,168,1,6,8,15,5,7
2009166,932,9,3,2,14,4,7
2009167,526,5,2,6,13,3,4
2009168,108,1,0,8,9,9,8
2009169,375,3,7,5,15,5,4
2009170,545,5,4,5,14,4,1
2009171,814,8,1,4,13,3,7
2009172,940,9,4,0,13,3,9
2009173,818,8,1,8,17,7,7
2009174,685,6,8,5,19,9,3
2009175,200,2,0,0,2,2,2
2009176,512,5,1,2,8,8,4
2009177,220,2,2,0,4,4,2
2009178,993,9,9,3,21,1,6
2009179,634,6,3,4,13,3,3
2009180,906,9,0,6,15,5,9
2009181,069,0,6,9,15,5,9
2009182,898,8,9,8,25,5,1
2009183,759,7,5,9,21,1,4
2009184,905,9,0,5,14,4,9
2009185,906,9,0,6,15,5,9
2009186,767,7,6,7,20,0,1
2009187,628,6,2,8,16,6,6
2009188,853,8,5,3,16,6,5
2009189,574,5,7,4,16,6,3
2009190,451,4,5,1,10,0,4
2009191,320,3,2,0,5,5,3
2009192,937,9,3,7,19,9,6
2009193,427,4,2,7,13,3,5
2009194,561,5,6,1,12,2,5
2009195,147,1,4,7,12,2,6
2009196,439,4,3,9,16,6,6
2009197,941,9,4,1,14,4,8
2009198,351,3,5,1,9,9,4
2009199,372,3,7,2,12,2,5
2009200,711,7,1,1,9,9,6
2009201,015,0,1,5,6,6,5
2009202,204,2,0,4,6,6,4
2009203,306,3,0,6,9,9,6
2009204,129,1,2,9,12,2,8
2009205,583,5,8,3,16,6,5
2009206,360,3,6,0,9,9,6
2009207,550,5,5,0,10,0,5
2009208,256,2,5,6,13,3,4
2009209,376,3,7,6,16,6,4
2009210,013,0,1,3,4,4,3
2009211,415,4,1,5,10,0,4
2009212,482,4,8,2,14,4,6
2009213,641,6,4,1,11,1,5
2009214,502,5,0,2,7,7,5
2009215,873,8,7,3,18,8,5
2009216,183,1,8,3,12,2,7
2009217,990,9,9,0,18,8,9
2009218,848,8,4,8,20,0,4
2009219,534,5,3,4,12,2,2
2009220,416,4,1,6,11,1,5
2009221,822,8,2,2,12,2,6
2009222,557,5,5,7,17,7,2
2009223,202,2,0,2,4,4,2
2009224,967,9,6,7,22,2,3
2009225,447,4,4,7,15,5,3
2009226,468,4,6,8,18,8,4
2009227,087,0,8,7,15,5,8
2009228,608,6,0,8,14,4,8
2009229,913,9,1,3,13,3,8
2009230,323,3,2,3,8,8,1
2009231,947,9,4,7,20,0,5
2009232,548,5,4,8,17,7,4
2009233,738,7,3,8,18,8,5
2009234,734,7,3,4,14,4,4
2009235,708,7,0,8,15,5,8
2009236,451,4,5,1,10,0,4
2009237,489,4,8,9,21,1,5
2009238,362,3,6,2,11,1,4
2009239,765,7,6,5,18,8,2
2009240,378,3,7,8,18,8,5
2009241,982,9,8,2,19,9,7
2009242,884,8,8,4,20,0,4
2009243,903,9,0,3,12,2,9
2009244,647,6,4,7,17,7,3
2009245,153,1,5,3,9,9,4
2009246,220,2,2,0,4,4,2
2009247,159,1,5,9,15,5,8
2009248,204,2,0,4,6,6,4
2009249,894,8,9,4,21,1,5
2009250,362,3,6,2,11,1,4
2009251,419,4,1,9,14,4,8
2009252,990,9,9,0,18,8,9
2009253,098,0,9,8,17,7,9
2009254,319,3,1,9,13,3,8
2009255,316,3,1,6,10,0,5
2009256,877,8,7,7,22,2,1
2009257,905,9,0,5,14,4,9
2009258,206,2,0,6,8,8,6
2009259,544,5,4,4,13,3,1
2009260,861,8,6,1,15,5,7
2009261,808,8,0,8,16,6,8
2009262,521,5,2,1,8,8,4
2009263,050,0,5,0,5,5,5
2009264,332,3,3,2,8,8,1
2009265,779,7,7,9,23,3,2
2009266,089,0,8,9,17,7,9
2009267,545,5,4,5,14,4,1
2009268,073,0,7,3,10,0,7
2009269,642,6,4,2,12,2,4
2009270,475,4,7,5,16,6,3
2009271,698,6,9,8,23,3,3
2009272,631,6,3,1,10,0,5
2009273,329,3,2,9,14,4,7
2009274,072,0,7,2,9,9,7
2009275,732,7,3,2,12,2,5
2009276,521,5,2,1,8,8,4
2009277,176,1,7,6,14,4,6
2009278,089,0,8,9,17,7,9
2009279,631,6,3,1,10,0,5
2009280,404,4,0,4,8,8,4
2009281,819,8,1,9,18,8,8
2009282,241,2,4,1,7,7,3
2009283,562,5,6,2,13,3,4
2009284,488,4,8,8,20,0,4
2009285,363,3,6,3,12,2,3
2009286,184,1,8,4,13,3,7
2009287,971,9,7,1,17,7,8
2009288,201,2,0,1,3,3,2
2009289,739,7,3,9,19,9,6
2009290,139,1,3,9,13,3,8
2009291,830,8,3,0,11,1,8
2009292,966,9,6,6,21,1,3
2009293,906,9,0,6,15,5,9
2009294,278,2,7,8,17,7,6
2009295,800,8,0,0,8,8,8
2009296,646,6,4,6,16,6,2
2009297,230,2,3,0,5,5,3
2009298,566,5,6,6,17,7,1
2009299,535,5,3,5,13,3,2
2009300,754,7,5,4,16,6,3
2009301,224,2,2,4,8,8,2
2009302,617,6,1,7,14,4,6
2009303,739,7,3,9,19,9,6
2009304,526,5,2,6,13,3,4
2009305,487,4,8,7,19,9,4
2009306,547,5,4,7,16,6,3
2009307,394,3,9,4,16,6,6
2009308,108,1,0,8,9,9,8
2009309,595,5,9,5,19,9,4
2009310,477,4,7,7,18,8,3
2009311,199,1,9,9,19,9,8
2009312,332,3,3,2,8,8,1
2009313,931,9,3,1,13,3,8
2009314,880,8,8,0,16,6,8
2009315,059,0,5,9,14,4,9
2009316,489,4,8,9,21,1,5
2009317,294,2,9,4,15,5,7
2009318,827,8,2,7,17,7,6
2009319,531,5,3,1,9,9,4
2009320,686,6,8,6,20,0,2
2009321,598,5,9,8,22,2,4
2009322,226,2,2,6,10,0,4
2009323,121,1,2,1,4,4,1
2009324,278,2,7,8,17,7,6
2009325,455,4,5,5,14,4,1
2009326,600,6,0,0,6,6,6
2009327,785,7,8,5,20,0,3
2009328,417,4,1,7,12,2,6
2009329,524,5,2,4,11,1,3
2009330,674,6,7,4,17,7,3
2009331,945,9,4,5,18,8,5
2009332,051,0,5,1,6,6,5
2009333,592,5,9,2,16,6,7
2009334,480,4,8,0,12,2,8
2009335,407,4,0,7,11,1,7
2009336,832,8,3,2,13,3,6
2009337,986,9,8,6,23,3,3
2009338,970,9,7,0,16,6,9
2009339,520,5,2,0,7,7,5
2009340,680,6,8,0,14,4,8
2009341,939,9,3,9,21,1,6
2009342,782,7,8,2,17,7,6
2009343,837,8,3,7,18,8,5
2009344,531,5,3,1,9,9,4
2009345,375,3,7,5,15,5,4
2009346,151,1,5,1,7,7,4
2009347,203,2,0,3,5,5,3
2009348,827,8,2,7,17,7,6
2009349,307,3,0,7,10,0,7
2009350,335,3,3,5,11,1,2
2009351,159,1,5,9,15,5,8
2009352,622,6,2,2,10,0,4
2009353,667,6,6,7,19,9,1
2009354,075,0,7,5,12,2,7
2009355,442,4,4,2,10,0,2
2009356,784,7,8,4,19,9,4
2009357,255,2,5,5,12,2,3
2009358,823,8,2,3,13,3,6
